Date,latitude,longitude,mag
736843.0,19.4123333,-155.2828333,5.3
736843.0,19.4045,-155.2868333,3.14
736843.0,19.4108333,-155.2713333,2.68
736843.0,19.354,-155.2453333,4.12
736842.0,19.4093333,-155.2711667,2.61
736842.0,19.402,-155.2796667,3.35
736842.0,19.4193333,-155.2838333,3.23
736842.0,19.1908333,-155.469,3.55
736842.0,19.403,-155.2908333,3.23
736842.0,19.4028333,-155.29,3.26
736841.0,19.849,-155.5523333,2.12
736841.0,19.4595,-155.3333333,3.49
736840.0,19.4045,-155.278,4.8
736839.0,19.3825,-155.262,3.69
736839.0,19.4126667,-155.2811667,4.11
736839.0,19.366,-154.9693333,3.43
736838.0,19.4191667,-155.2835,3.46
736837.0,19.3606667,-155.4963333,1.12
736836.0,19.4006667,-155.2848333,3.44
736836.0,19.405,-155.281,4.9
736835.0,19.3258333,-155.1876667,3.74
736835.0,19.437,-154.8706667,3.63
736834.0,19.405,-155.281,4.9
736834.0,19.432,-155.4783333,1.25
736832.0,19.5405,-156.3103333,3.57
736831.0,19.478,-154.8995,1.19
736831.0,19.405,-155.281,5.0
736830.0,19.4255,-155.2528333,3.52
736830.0,19.3963333,-155.2676667,3.65
736830.0,19.3991667,-155.2718333,3.52
736830.0,19.4158333,-155.275,3.92
736830.0,19.4136667,-155.28,4.43
736830.0,19.4363333,-155.0068333,2.67
736829.0,19.351,-155.2511667,3.13
736829.0,19.416,-155.2778333,1.93
736828.0,19.425,-154.8718333,2.87
736828.0,19.3663333,-155.2375,2.78
736827.0,19.4208333,-155.2543333,2.71
736827.0,19.367,-154.8675,4.44
736827.0,19.3445,-155.2706667,3.62
736827.0,19.344,-155.2771667,3.1
736826.0,19.3981667,-155.2721667,3.53
736826.0,19.367,-155.0071667,4.23
736825.0,18.8944,-156.7932,3.6
736825.0,19.4356667,-154.7635,3.45
736824.0,19.3623,-154.9523,4.0
736824.0,19.1951667,-155.459,1.79
736822.0,19.1425,-155.463,1.74
736821.0,19.3823333,-155.249,3.62
736821.0,19.3795,-155.2488333,2.94
736821.0,19.3516667,-155.2711667,3.71
736820.0,19.1001667,-155.2055,4.25
736820.0,19.4335,-155.1986667,3.63
736820.0,19.4298333,-155.2406667,3.68
736820.0,19.4276667,-155.2393333,3.5
736819.0,19.3243333,-154.8448333,1.4
736819.0,19.0936667,-155.2118333,3.45
736819.0,19.0681667,-155.206,3.66
736819.0,19.0695,-155.1985,3.48
736819.0,19.3041667,-155.2128333,3.63
736819.0,19.3105,-155.2105,2.3
736819.0,19.2671667,-154.7553333,3.66
736819.0,19.194,-155.4266667,1.81
736819.0,19.3205,-154.9758333,4.06
736819.0,19.3835,-155.0728333,2.63
736819.0,19.3475,-155.0211667,3.31
736819.0,19.0588333,-155.0411667,4.4
736819.0,19.3253333,-155.1815,1.89
736819.0,19.3163333,-154.7796667,4.75
736819.0,19.215,-155.3168333,4.93
736819.0,19.3593333,-154.8715,3.29
736818.0,19.4123333,-155.3103333,3.66
736818.0,19.3288333,-155.2006667,3.68
736818.0,19.3131667,-155.2098333,3.39
736818.0,19.412,-155.3141667,3.57
736818.0,19.4128333,-155.3158333,4.66
736818.0,19.3103333,-155.2173333,4.64
736818.0,19.388,-155.2545,3.99
736818.0,19.2728333,-155.2446667,4.61
736818.0,19.3181667,-154.9996667,6.9
736818.0,19.3323333,-155.02,3.83
736818.0,19.3293333,-154.9803333,3.71
736818.0,19.3378333,-155.0215,4.35
736818.0,19.3303333,-155.0175,5.73
736817.0,19.3388333,-155.0706667,5.06
736817.0,19.3758333,-154.8558333,3.57
736815.0,19.3375,-154.9906667,3.66
736815.0,19.2705,-155.0968333,4.22
736718.0,20.3913333,-155.6001667,3.56
736618.0,19.7423,-157.3829,3.8
736617.0,19.4308333,-155.3053333,3.57
736588.0,21.6421667,-157.4876667,3.66
736574.0,20.0013,-157.7778,3.2
736571.0,19.1803333,-155.709,3.81
736564.0,21.2916667,-156.6488333,3.51
736560.0,19.9838,-154.0012,4.1
736557.0,19.8911667,-154.581,3.57
736540.0,20.4045,-156.102,4.21
736501.0,18.9255,-155.538,4.51
736488.0,19.33,-155.1206667,5.28
736488.0,19.7703333,-156.103,3.41
736476.0,19.2985,-155.3831667,3.47
736461.0,19.221,-155.4025,3.46
736446.0,19.421,-155.6141667,3.68
736431.0,19.3828333,-155.2765,3.53
736411.0,19.2835,-155.1768333,4.49
736411.0,19.3443333,-155.2186667,0.1
736406.0,19.8871667,-155.8811667,3.54
736397.0,21.7665,-156.8655,4.7
736393.0,19.3823333,-155.2358333,3.53
736393.0,19.3786667,-155.2373333,3.88
736393.0,19.3818333,-155.2413333,3.52
736377.0,20.0665,-156.0566667,4.66
736361.0,20.0973333,-156.4641667,3.68
736361.0,20.0138,-157.8422,3.8
736336.0,19.3485,-155.496,3.45
736316.0,18.41,-155.5171667,4.53
736315.0,19.314,-155.2208333,3.59
736315.0,19.3111667,-155.2173333,3.78
736310.0,19.4228333,-155.6143333,3.33
736272.0,19.4611667,-155.8223333,3.55
736264.0,19.4228333,-155.3276667,3.66
736263.0,19.2653333,-155.2855,3.61
736246.0,19.4575,-154.766,3.86
736213.0,19.461,-155.5926667,3.79
736208.0,19.8286667,-155.543,3.74
736200.0,19.3853333,-155.24,3.36
736193.0,19.2873333,-156.4265,3.43
736168.0,19.5295,-155.96,4.32
736153.0,19.3551667,-155.0823333,3.48
736135.0,19.3176667,-155.2135,3.57
736070.0,19.3996667,-155.2531667,3.54
736059.0,19.4211667,-155.6195,3.52
736055.0,20.769,-155.0838333,4.72
736053.0,18.9351667,-155.2765,3.84
736051.0,20.8986667,-156.472,3.65
736043.0,19.8465,-155.6991667,4.59
736019.0,19.4125,-155.3123333,3.69
736006.0,19.3513333,-155.0523333,4.1
735981.0,19.5381667,-155.6016667,3.9
735951.0,19.3873333,-155.2413333,3.74
735948.0,19.3263333,-155.1206667,3.94
735911.0,19.3098333,-155.2135,3.64
735887.0,19.342,-155.0771667,3.93
735858.0,19.3458333,-155.0766667,3.77
735837.0,19.3038333,-155.214,3.87
735777.0,19.335,-155.2093333,5.2
735749.0,19.3015,-155.2126667,3.6
735727.0,19.1426667,-155.5933333,4.46
735722.0,19.385,-155.2415,3.58
735704.0,19.3193333,-156.6761667,3.76
735693.0,19.7483333,-156.1013333,4.48
735663.0,19.6786667,-155.98,3.72
735646.0,19.686,-156.4811667,3.92
735638.0,19.3716667,-155.3418333,4.25
735622.0,19.3331667,-155.1201667,3.88
735617.0,20.0336667,-155.4661667,3.5
735580.0,19.7535,-156.5263333,4.19
735567.0,19.5246667,-156.4638333,3.46
735560.0,19.4265,-155.26,3.34
735547.0,19.7448333,-156.0646667,3.77
735469.0,21.0496667,-155.619,3.46
735467.0,20.7936667,-157.5905,4.16
735458.0,20.2851,-155.4614,3.5
735457.0,20.1567,-155.19,4.0
735452.0,20.0788333,-155.7935,4.47
735412.0,19.357,-155.0983333,3.5
735391.0,21.1251667,-157.1681667,4.1
735382.0,21.6573333,-157.1456667,3.75
735363.0,19.4211667,-155.6316667,3.53
735305.0,19.9873333,-155.8758333,3.51
735301.0,19.3876667,-155.2465,3.61
735161.0,19.1821667,-155.6078333,3.7
735147.0,19.3415,-155.023,3.56
735141.0,19.3835,-155.2411667,3.65
735137.0,19.3578333,-155.0843333,3.64
735091.0,19.3385,-155.2703333,4.85
735078.0,21.2783333,-157.6048333,3.69
735066.0,19.192,-155.5111667,3.8
735040.0,21.5963333,-157.0066667,4.47
735034.0,20.7371667,-159.1165,3.55
735025.0,19.5181667,-156.4276667,3.59
735024.0,18.9148333,-155.061,5.3
734971.0,20.383,-154.9315,4.4
734969.0,19.3358333,-155.1316667,3.33
734586.0,19.863,-155.133,4.88
