Date,Month_x,SO2_lat,SO2_long,Daily Max 1-hour SO2 Concentration,Month_y,EQ_lat,EQ_long,mag,WIND DIRECTION,WIND SPEED,TEMPERATURE AT 2 METERS,RELATIVE HUMIDITY,Wind_lat,Wind_long,Month,Days_Since_EQ_Activity,Cluster_ID,Risk_Label
438.0,6.0,0.19989861327774694,0.6687935282364503,163.6,6.0,0.142624419105108,0.8024618676333797,5.3,135.973370707778,9.30637701471618,8.50988086895585,12.5136650315346,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,1.0
438.0,6.0,0.28839422245421215,0.7657799423175179,0.0,6.0,0.142624419105108,0.8024618676333797,5.3,135.973370707778,9.30637701471618,8.50988086895585,12.5136650315346,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
438.0,6.0,0.3694096686396977,0.7932299701743745,2.6,6.0,0.142624419105108,0.8024618676333797,5.3,135.973370707778,9.30637701471618,8.50988086895585,12.5136650315346,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
438.0,6.0,0.3107068551484319,0.6435783019454038,4.0,6.0,0.142624419105108,0.8024618676333797,5.3,135.973370707778,9.30637701471618,8.50988086895585,12.5136650315346,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
438.0,6.0,0.22429092202821216,0.724329497184923,87.2,6.0,0.142624419105108,0.8024618676333797,5.3,135.973370707778,9.30637701471618,8.50988086895585,12.5136650315346,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
438.0,6.0,0.3236083774929884,0.7948145808861308,2.0,6.0,0.142624419105108,0.8024618676333797,5.3,135.973370707778,9.30637701471618,8.50988086895585,12.5136650315346,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
438.0,6.0,0.2854859838618063,0.760178306639073,0.0,6.0,0.142624419105108,0.8024618676333797,5.3,135.973370707778,9.30637701471618,8.50988086895585,12.5136650315346,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
438.0,6.0,0.8186180751360457,0.2816046230137024,1.0,6.0,0.142624419105108,0.8024618676333797,5.3,135.973370707778,9.30637701471618,8.50988086895585,12.5136650315346,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
438.0,6.0,0.2977706283110402,0.8327121914321518,2.1,6.0,0.142624419105108,0.8024618676333797,5.3,135.973370707778,9.30637701471618,8.50988086895585,12.5136650315346,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
438.0,6.0,0.8231849168711407,0.23813939331043044,2.0,6.0,0.142624419105108,0.8024618676333797,5.3,135.973370707778,9.30637701471618,8.50988086895585,12.5136650315346,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
438.0,6.0,1.0,0.0,0.5,6.0,0.142624419105108,0.8024618676333797,5.3,135.973370707778,9.30637701471618,8.50988086895585,12.5136650315346,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
438.0,6.0,0.4428374085889853,0.6650785513387321,0.1,6.0,0.142624419105108,0.8024618676333797,5.3,135.973370707778,9.30637701471618,8.50988086895585,12.5136650315346,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
439.0,6.0,0.3694096686396977,0.7932299701743745,2.3,6.0,0.313076874800303,0.5477262689490501,3.59,165.922969187675,7.92745098039215,9.22948179271708,13.9950980392156,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
439.0,6.0,0.8186180751360457,0.2816046230137024,3.3,6.0,0.313076874800303,0.5477262689490501,3.59,165.922969187675,7.92745098039215,9.22948179271708,13.9950980392156,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
439.0,6.0,0.8231849168711407,0.23813939331043044,2.0,6.0,0.313076874800303,0.5477262689490501,3.59,165.922969187675,7.92745098039215,9.22948179271708,13.9950980392156,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
439.0,6.0,0.3107068551484319,0.6435783019454038,9.8,6.0,0.313076874800303,0.5477262689490501,3.59,165.922969187675,7.92745098039215,9.22948179271708,13.9950980392156,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
439.0,6.0,0.28839422245421215,0.7657799423175179,0.0,6.0,0.313076874800303,0.5477262689490501,3.59,165.922969187675,7.92745098039215,9.22948179271708,13.9950980392156,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
439.0,6.0,0.4428374085889853,0.6650785513387321,1.6,6.0,0.313076874800303,0.5477262689490501,3.59,165.922969187675,7.92745098039215,9.22948179271708,13.9950980392156,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
439.0,6.0,0.3236083774929884,0.7948145808861308,3.9,6.0,0.313076874800303,0.5477262689490501,3.59,165.922969187675,7.92745098039215,9.22948179271708,13.9950980392156,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
439.0,6.0,0.2977706283110402,0.8327121914321518,2.1,6.0,0.313076874800303,0.5477262689490501,3.59,165.922969187675,7.92745098039215,9.22948179271708,13.9950980392156,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
439.0,6.0,0.2854859838618063,0.760178306639073,0.0,6.0,0.313076874800303,0.5477262689490501,3.59,165.922969187675,7.92745098039215,9.22948179271708,13.9950980392156,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,0.0
439.0,6.0,0.22429092202821216,0.724329497184923,312.3,6.0,0.313076874800303,0.5477262689490501,3.59,165.922969187675,7.92745098039215,9.22948179271708,13.9950980392156,0.31817160396545213,0.7064141231452506,6.0,0.0,4.0,2.0
