Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
MLO,2006,11,01,00,00,315,4.3,-9,679.20,10.4,8.5,7.8,71,0
MLO,2006,11,01,00,01,330,3.4,-9,679.20,10.2,8.4,7.7,71,0
MLO,2006,11,01,00,02,327,4.7,-9,679.10,10.8,8.7,8.2,69,0
MLO,2006,11,01,00,03,337,5.2,-9,679.10,10.4,8.3,7.9,74,0
MLO,2006,11,01,00,04,345,5.0,-9,679.10,10.7,8.2,7.9,74,0
MLO,2006,11,01,00,05,331,6.3,-9,679.10,11.1,8.3,8.0,73,0
MLO,2006,11,01,00,06,297,5.3,-9,679.10,11.0,8.5,7.8,69,0
MLO,2006,11,01,00,07,318,4.0,-9,679.10,10.3,8.4,7.7,72,0
MLO,2006,11,01,00,08,314,5.4,-9,679.10,10.6,8.8,7.8,70,0
MLO,2006,11,01,00,09,315,4.9,-9,679.10,10.2,8.4,7.8,67,0
MLO,2006,11,01,00,10,328,6.6,-9,679.10,10.8,8.6,8.4,69,0
MLO,2006,11,01,00,11,320,7.0,-9,679.10,11.4,8.8,8.2,72,0
MLO,2006,11,01,00,12,312,5.8,-9,679.10,10.5,8.6,7.8,72,0
MLO,2006,11,01,00,13,331,5.0,-9,679.10,10.6,8.4,8.0,-99,0
MLO,2006,11,01,00,14,331,3.8,-9,679.10,11.0,8.5,8.0,-99,-99
MLO,2006,11,01,00,15,339,6.3,-9,-999.90,-999.9,-999.9,-999.9,-99,-99
MLO,2006,11,01,00,16,333,5.0,-9,679.20,11.5,8.3,7.7,-99,0
MLO,2006,11,01,00,17,340,4.2,-9,679.10,11.7,8.5,8.0,-99,0
MLO,2006,11,01,00,18,329,6.5,-9,679.10,11.8,9.1,8.0,68,0
MLO,2006,11,01,00,19,326,6.2,-9,679.10,11.0,8.8,8.0,73,0
MLO,2006,11,01,00,20,325,5.0,-9,679.20,11.0,8.7,7.9,71,0
MLO,2006,11,01,00,21,335,4.7,-9,679.20,10.9,8.4,7.7,69,0
MLO,2006,11,01,00,22,349,2.9,-9,679.20,10.6,8.2,7.4,69,0
