Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
MLO,2013,05,01,00,00,-999,0.0,-9,679.30,10.2,9.1,7.2,48,0
MLO,2013,05,01,00,01,343,0.3,-9,679.30,10.6,9.3,7.6,47,0
MLO,2013,05,01,00,02,18,2.7,-9,679.30,11.0,9.3,7.6,44,0
MLO,2013,05,01,00,03,47,2.7,-9,679.30,11.1,9.4,7.0,45,0
MLO,2013,05,01,00,04,25,2.1,-9,679.30,11.0,9.5,6.9,46,0
MLO,2013,05,01,00,05,17,2.0,-9,679.30,10.8,9.4,6.7,46,0
MLO,2013,05,01,00,06,7,2.2,-9,679.30,11.0,9.2,6.7,46,0
MLO,2013,05,01,00,07,344,1.2,-9,679.30,11.2,8.9,6.5,44,0
MLO,2013,05,01,00,08,348,2.3,-9,679.30,10.8,9.0,6.7,46,0
MLO,2013,05,01,00,09,352,2.5,-9,679.30,11.2,9.0,6.5,44,0
MLO,2013,05,01,00,10,320,1.4,-9,679.40,12.4,9.7,6.6,41,0
MLO,2013,05,01,00,11,333,0.1,-9,679.30,11.2,9.6,7.2,45,0
MLO,2013,05,01,00,12,13,0.1,-9,679.30,9.9,9.1,7.4,49,0
MLO,2013,05,01,00,13,9,2.4,-9,679.30,11.0,9.4,7.2,46,0
MLO,2013,05,01,00,14,4,2.5,-9,679.30,11.5,9.7,7.4,43,0
MLO,2013,05,01,00,15,342,3.7,-9,679.30,10.7,9.1,6.4,47,0
MLO,2013,05,01,00,16,333,3.5,-9,679.30,10.9,8.6,5.9,46,0
MLO,2013,05,01,00,17,329,1.7,-9,679.30,10.3,8.3,5.8,48,0
MLO,2013,05,01,00,18,296,0.9,-9,679.30,10.1,8.4,5.9,49,0
MLO,2013,05,01,00,19,262,0.3,-9,679.30,9.5,8.4,6.1,51,0
MLO,2013,05,01,00,20,314,1.0,-9,679.30,10.4,8.7,6.3,48,0
MLO,2013,05,01,00,21,321,1.4,-9,679.30,9.9,8.5,5.9,49,0
MLO,2013,05,01,00,22,21,0.3,-9,679.20,10.4,8.5,5.8,48,0
MLO,2013,05,01,00,23,61,1.2,-9,679.20,10.4,8.7,6.1,48,0
MLO,2013,05,01,00,24,55,1.0,-9,679.20,10.2,8.6,5.8,47,0
MLO,2013,05,01,00,25,28,1.2,-9,679.20,10.3,8.9,6.4,48,0
MLO,2013,05,01,00,26,18,2.0,-9,679.20,9.8,8.8,6.0,50,0
MLO,2013,05,01,00,27,20,0.9,-9,679.30,9.9,8.5,5.8,49,0
MLO,2013,05,01,00,28,27,0.2,-9,679.30,9.3,8.3,6.1,51,0
MLO,2013,05,01,00,29,-999,0.0,-9,679.20,9.5,8.4,6.3,50,0
MLO,2013,05,01,00,30,-999,0.0,-9,679.20,9.8,8.7,6.3,49,0
MLO,2013,05,01,00,31,34,0.8,-9,679.20,10.9,9.2,6.6,46,0
MLO,2013,05,01,00,32,28,1.0,-9,679.20,10.6,9.3,6.8,47,0
MLO,2013,05,01,00,33,59,1.5,-9,679.20,10.5,9.2,6.9,45,0
MLO,2013,05,01,00,34,42,1.0,-9,679.20,9.9,8.9,6.4,42,0
MLO,2013,05,01,00,35,15,1.5,-9,679.20,10.6,9.2,6.7,46,0
MLO,2013,05,01,00,36,38,2.2,-9,679.20,10.6,9.0,6.5,47,0
MLO,2013,05,01,00,37,54,2.2,-9,679.20,10.2,8.8,6.2,48,0
MLO,2013,05,01,00,38,64,3.2,-9,679.10,10.4,8.8,6.0,46,0
MLO,2013,05,01,00,39,70,2.5,-9,679.20,9.8,8.6,5.7,44,0
MLO,2013,05,01,00,40,66,2.0,-9,679.10,9.4,8.4,5.9,50,0
MLO,2013,05,01,00,41,60,2.3,-9,679.20,9.1,8.3,5.6,52,0
MLO,2013,05,01,00,42,50,1.3,-9,679.20,9.4,8.2,5.7,50,0
MLO,2013,05,01,00,43,94,0.4,-9,679.10,9.3,8.1,5.9,51,0
MLO,2013,05,01,00,44,-999,0.0,-9,679.10,9.0,8.0,6.1,52,0
MLO,2013,05,01,00,45,69,0.7,-9,679.10,9.6,8.4,6.3,48,0
