,,Date,latitude,longitude,mag
df_2011-2018-DYFI.csv,309,736883.0,19.4163333,-155.2606667,2.92
df_2011-2018-DYFI.csv,310,736883.0,19.4075,-155.287,2.56
df_2011-2018-DYFI.csv,311,736883.0,19.399,-155.2775,3.57
df_2011-2018-DYFI.csv,312,736883.0,19.3998333,-155.2655,3.02
df_2011-2018-DYFI.csv,313,736883.0,19.416,-155.2746667,3.81
df_2011-2018-DYFI.csv,314,736883.0,19.4121667,-155.2635,3.15
df_2011-2018-DYFI.csv,315,736883.0,19.4123333,-155.2636667,3.06
df_2011-2018-DYFI.csv,316,736883.0,19.4138333,-155.2628333,3.2
df_2011-2018-DYFI.csv,317,736883.0,19.4006667,-155.2835,1.74
df_2011-2018-DYFI.csv,318,736883.0,19.4128333,-155.2658333,3.33
df_2011-2018-DYFI.csv,319,736883.0,19.4153333,-155.2781667,3.74
df_2011-2018-DYFI.csv,320,736883.0,19.4131667,-155.2626667,3.3
df_2011-2018-DYFI.csv,321,736882.0,19.4013333,-155.27,2.92
df_2011-2018-DYFI.csv,322,736882.0,19.4191667,-155.275,3.26
df_2011-2018-DYFI.csv,323,736882.0,19.4163333,-155.2786667,3.28
df_2011-2018-DYFI.csv,324,736882.0,19.4083333,-155.2803333,3.81
df_2011-2018-DYFI.csv,325,736882.0,19.4146667,-155.262,3.05
df_2011-2018-DYFI.csv,326,736882.0,19.6158333,-155.8566667,2.14
df_2011-2018-DYFI.csv,327,736882.0,19.4138333,-155.2775,3.31
df_2011-2018-DYFI.csv,328,736882.0,19.4148333,-155.275,2.77
df_2011-2018-DYFI.csv,329,736882.0,19.4143333,-155.2615,3.23
df_2011-2018-DYFI.csv,330,736881.0,19.4086667,-155.2733333,3.52
df_2011-2018-DYFI.csv,331,736881.0,19.4015,-155.2675,3.6
df_2011-2018-DYFI.csv,332,736881.0,19.4143333,-155.2636667,3.2
df_2011-2018-DYFI.csv,333,736881.0,19.399,-155.2746667,3.29
df_2011-2018-DYFI.csv,334,736881.0,19.416,-155.2766667,3.72
df_2011-2018-DYFI.csv,335,736881.0,19.4125,-155.2663333,3.3
df_2011-2018-DYFI.csv,336,736881.0,19.4093333,-155.2718333,3.7
df_2011-2018-DYFI.csv,337,736881.0,19.4016667,-155.2676667,3.26
df_2011-2018-DYFI.csv,338,736880.0,19.418,-155.2783333,3.89
df_2011-2018-DYFI.csv,339,736880.0,19.403,-155.2641667,2.44
df_2011-2018-DYFI.csv,340,736880.0,19.4096667,-155.2621667,3.57
df_2011-2018-DYFI.csv,341,736880.0,19.4158333,-155.279,3.72
df_2011-2018-DYFI.csv,342,736880.0,19.4138333,-155.2623333,3.81
df_2011-2018-DYFI.csv,343,736880.0,19.4073333,-155.2625,2.43
df_2011-2018-DYFI.csv,344,736880.0,19.4045,-155.275,3.86
df_2011-2018-DYFI.csv,345,736880.0,19.3991667,-155.2708333,3.27
df_2011-2018-DYFI.csv,346,736880.0,19.4148333,-155.2775,3.73
df_2011-2018-DYFI.csv,347,736879.0,19.415,-155.2786667,3.82
df_2011-2018-DYFI.csv,348,736879.0,19.4138333,-155.264,3.55
df_2011-2018-DYFI.csv,349,736879.0,19.4176667,-155.2778333,3.63
df_2011-2018-DYFI.csv,350,736879.0,19.4173333,-155.2658333,3.11
df_2011-2018-DYFI.csv,351,736879.0,19.364,-154.9996667,1.39
df_2011-2018-DYFI.csv,352,736879.0,19.4081667,-155.2628333,3.56
df_2011-2018-DYFI.csv,353,736879.0,19.4145,-155.2746667,3.45
df_2011-2018-DYFI.csv,354,736879.0,19.3973333,-155.269,3.2
df_2011-2018-DYFI.csv,355,736879.0,19.416,-155.2768333,3.61
df_2011-2018-DYFI.csv,356,736879.0,19.4093333,-155.2608333,2.88
