,Date,Daily Max 1-hour SO2 Concentration,mag,Distance
173,730293.0,1.4,0.0,
174,730294.0,1.2,0.0,
175,730295.0,1.2,0.0,
176,730296.0,92.0,0.0,
177,730297.0,26.6,0.0,
178,730298.0,1.5,0.0,
179,730299.0,1.6,0.0,
180,730300.0,1.4,0.0,
181,730301.0,1.8,0.0,
182,730302.0,10.4,0.0,
183,730303.0,1.2,0.0,
184,730304.0,1.2,0.0,
185,730305.0,1.6,0.0,
186,730306.0,1.8,0.0,
187,730307.0,1.4,0.0,
188,730308.0,1.6,0.0,
189,730309.0,1.6,0.0,
190,730310.0,1.0,0.0,
191,730311.0,1.6,0.0,
192,730312.0,4.2,0.0,
193,730313.0,3.0,0.0,
194,730314.0,1.6,0.0,
195,730315.0,1.0,0.0,
196,730316.0,1.2,0.0,
197,730317.0,1.4,0.0,
198,730318.0,3.4,0.0,
199,730319.0,1.6,0.0,
200,730320.0,1.6,0.0,
201,730321.0,44.4,0.0,
202,730322.0,1.6,0.0,
203,730323.0,1.4,0.0,
204,730324.0,1.6,0.0,
205,730325.0,1.4,0.0,
206,730326.0,3.0,0.0,
207,730327.0,1.2,0.0,
208,730328.0,1.0,0.0,
209,730329.0,1.4,0.0,
210,730330.0,2.0,0.0,
211,730331.0,2.0,0.0,
212,730332.0,32.4,0.0,
213,730333.0,98.0,0.0,
214,730334.0,5.4,0.0,
215,730335.0,3.8,0.0,
216,730336.0,0.6,0.0,
217,730337.0,2.6,0.0,
218,730338.0,2.2,0.0,
219,730339.0,2.8,0.0,
220,730340.0,0.8,0.0,
221,730341.0,1.4,0.0,
222,730342.0,1.8,0.0,
223,730343.0,2.6,0.0,
224,730344.0,1.0,0.0,
225,730345.0,0.8,0.0,
226,730346.0,0.8,0.0,
227,730347.0,0.8,0.0,
228,730348.0,1.6,0.0,
229,730349.0,0.6,0.0,
230,730350.0,0.6,0.0,
231,730351.0,0.6,0.0,
232,730352.0,31.6,0.0,
233,730353.0,0.8,0.0,
234,730354.0,1.0,0.0,
235,730355.0,0.6,0.0,
236,730356.0,0.4,0.0,
237,730357.0,1.0,0.0,
238,730358.0,1.4,0.0,
239,730359.0,0.4,0.0,
240,730360.0,0.8,0.0,
241,730361.0,1.0,0.0,
242,730362.0,0.8,0.0,
243,730363.0,1.0,0.0,
244,730364.0,1.4,0.0,
245,730365.0,1.0,0.0,
246,730366.0,1.0,0.0,
247,730367.0,4.75,0.0,
248,730368.0,82.25,0.0,
249,730369.0,12.0,0.0,
250,730370.0,0.5,0.0,
251,730371.0,0.5,0.0,
252,730372.0,0.6,0.0,
253,730373.0,0.6,0.0,
254,730374.0,0.8,0.0,
255,730375.0,1.8,0.0,
256,730376.0,1.8,0.0,
257,730377.0,0.25,0.0,
258,730378.0,8.5,0.0,
259,730379.0,5.0,0.0,
260,730380.0,3.75,0.0,
261,730381.0,1.25,0.0,
262,730382.0,5.75,0.0,
263,730383.0,5.5,0.0,
264,730384.0,3.0,0.0,
265,730385.0,4.5,0.0,
266,730386.0,2.75,0.0,
267,730387.0,2.75,0.0,
268,730388.0,5.0,0.0,
269,730389.0,3.0,0.0,
270,730390.0,32.5,0.0,
271,730391.0,98.75,0.0,
272,730392.0,126.5,0.0,
273,730393.0,6.25,0.0,
274,730394.0,22.25,0.0,
275,730395.0,3.0,0.0,
276,730396.0,7.0,0.0,
277,730397.0,0.4,0.0,
278,730398.0,0.6,0.0,
279,730399.0,0.6,0.0,
280,730400.0,1.0,0.0,
281,730401.0,0.8,0.0,
282,730402.0,1.0,0.0,
283,730403.0,2.4,0.0,
284,730404.0,0.6,0.0,
