,,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
df_EQ Data.csv,219,7499.0,19.212166666666697,-155.414,33.0,3.42,ml,60.0,145,,0.1,hv,hv72006241,2020-08-30T00:00:48.040Z,"6 km E of P?hala, Hawaii",earthquake,0.38,0.51,0.20299237951670396,39,reviewed,hv,hv
df_EQ Data.csv,220,7491.0,19.2185,-155.4183333,32.87,3.38,ml,62.0,138,0.02729,0.12,hv,hv71551252,2020-08-22T19:14:43.040Z,"6 km ENE of P?hala, Hawaii",earthquake,0.4,0.54,0.161,37,reviewed,hv,hv
df_EQ Data.csv,221,7491.0,19.2101667,-155.4648333,34.98,3.23,ml,62.0,101,0.04986,0.11,hv,hv71551202,2022-08-08T23:10:39.476Z,"1 km ENE of P?hala, Hawaii",earthquake,0.41,0.48,0.158,36,reviewed,hv,hv
df_EQ Data.csv,222,7482.0,19.4243333,-155.62316669999998,-0.22,3.21,ml,40.0,141,0.02188,0.13,hv,hv71539637,2020-08-15T20:20:06.040Z,"25 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.26,0.49,0.156,38,reviewed,hv,hv
df_EQ Data.csv,223,7481.0,19.230999999999998,-155.4181667,32.55,3.58,ml,58.0,131,0.020569999999999998,0.11,hv,hv71536192,2020-08-15T20:19:56.040Z,"Island of Hawaii, Hawaii",earthquake,0.39,0.5,0.158,38,reviewed,hv,hv
df_EQ Data.csv,224,7479.0,19.2161667,-155.4171667,32.68,3.5,ml,59.0,141,0.028210000000000002,0.11,hv,hv71533747,2020-08-15T20:19:48.040Z,"6 km ENE of P?hala, Hawaii",earthquake,0.39,0.52,0.16699999999999998,41,reviewed,hv,hv
df_EQ Data.csv,225,7477.0,19.213333300000002,-155.3956667,30.96,3.67,ml,62.0,155,0.02411,0.12,hv,hv71530867,2021-02-24T00:35:24.158Z,"8 km E of P?hala, Hawaii",earthquake,0.39,0.54,0.146,42,reviewed,hv,hv
df_EQ Data.csv,226,7476.0,19.443666699999998,-155.3373333,6.18,3.27,ml,58.0,92,0.049069999999999996,0.12,hv,hv71529172,2020-08-08T18:18:02.040Z,"10 km W of Volcano, Hawaii",earthquake,0.24,0.36,0.171,38,reviewed,hv,hv
df_EQ Data.csv,227,7475.0,19.2191667,-155.37783330000002,31.73,2.97,md,54.0,156,0.026039999999999997,0.11,hv,hv71527582,2020-08-08T18:17:58.040Z,"10 km E of P?hala, Hawaii",earthquake,0.45,0.63,0.12300000000000001,25,reviewed,hv,hv
df_EQ Data.csv,228,7471.0,19.1968333,-155.3016667,23.45,2.65,md,58.0,178,0.09905,0.13,hv,hv71521297,2020-08-08T18:17:46.040Z,"18 km E of P?hala, Hawaii",earthquake,0.43,0.63,0.11199999999999999,23,reviewed,hv,hv
df_EQ Data.csv,229,7471.0,19.2251667,-155.399,31.12,3.75,ml,62.0,145,0.01235,0.12,hv,hv71521187,2021-05-24T17:05:38.888Z,"8 km ENE of P?hala, Hawaii",earthquake,0.41,0.5,0.154,40,reviewed,hv,hv
df_EQ Data.csv,230,7468.0,19.2346667,-155.4003333,31.76,3.04,md,60.0,139,0.003889,0.12,hv,hv71518407,2020-08-02T00:28:32.040Z,"8 km ENE of P?hala, Hawaii",earthquake,0.5,0.57,0.11199999999999999,26,reviewed,hv,hv
df_EQ Data.csv,231,7466.0,19.344333300000002,-155.1951667,29.26,2.85,md,50.0,72,0.035019999999999996,0.11,hv,hv71515827,2020-08-23T17:09:13.479Z,"11 km SSE of Volcano, Hawaii",earthquake,0.62,0.46,0.091,23,reviewed,hv,hv
df_EQ Data.csv,232,7464.0,19.218166699999998,-155.41883330000002,32.82,3.26,ml,60.0,138,0.027860000000000003,0.11,hv,hv71512912,2020-08-02T00:32:02.040Z,"6 km ENE of P?hala, Hawaii",earthquake,0.41,0.51,0.18600000000000003,38,reviewed,hv,hv
df_EQ Data.csv,233,7463.0,19.2150002,-155.4203339,32.34,2.87,ml,51.0,139,0.031089999999999996,0.13,hv,hv71511267,2020-08-02T00:32:25.040Z,"6 km ENE of P?hala, Hawaii",earthquake,0.44,0.76,3.37,37,automatic,hv,hv
df_EQ Data.csv,234,7462.0,18.920666699999998,-155.18933330000002,10.69,3.34,ml,54.0,251,0.348,0.15,hv,hv71509332,2020-07-29T22:14:37.040Z,"43 km SE of P?hala, Hawaii",earthquake,0.62,0.56,0.196,39,reviewed,hv,hv
df_EQ Data.csv,235,7462.0,18.8835,-155.1731667,6.91,3.82,ml,49.0,273,0.3846,0.13,hv,hv71509262,2020-07-29T22:14:37.040Z,"47 km ESE of Naalehu, Hawaii",earthquake,0.61,0.44,0.19,39,reviewed,hv,hv
df_EQ Data.csv,236,7462.0,18.8995,-155.1823333,8.66,3.42,ml,50.0,254,0.3672,0.21,hv,hv71509242,2020-07-29T22:14:37.040Z,"45 km ESE of Naalehu, Hawaii",earthquake,0.55,0.46,0.16899999999999998,37,reviewed,hv,hv
df_EQ Data.csv,237,7462.0,18.9216667,-155.17866669999998,11.61,3.57,ml,44.0,254,0.3549,0.1,hv,hv71509142,2020-07-29T22:14:36.040Z,"44 km SE of P?hala, Hawaii",earthquake,0.56,0.47,0.121,37,reviewed,hv,hv
df_EQ Data.csv,238,7462.0,18.924833300000003,-155.1883333,6.83,3.51,ml,51.0,250,0.34600000000000003,0.18,hv,hv71509137,2020-07-29T22:14:36.040Z,"43 km SE of P?hala, Hawaii",earthquake,0.52,0.46,0.154,35,reviewed,hv,hv
df_EQ Data.csv,239,7462.0,18.9326667,-155.2161667,10.17,3.71,ml,58.0,248,0.3213,0.14,hv,hv71509107,2020-07-29T22:14:36.040Z,"40 km SE of P?hala, Hawaii",earthquake,0.5,0.32,0.14400000000000002,41,reviewed,hv,hv
df_EQ Data.csv,240,7462.0,18.8613,-155.1804,10.0,3.9,ml,,268,0.419,0.52,us,us70009kvt,2020-07-29T22:14:36.040Z,"47 km ESE of Naalehu, Hawaii",earthquake,1.7,2.0,0.06,36,reviewed,us,us
df_EQ Data.csv,241,7462.0,18.914333300000003,-155.1885,10.78,3.31,ml,54.0,252,0.3529,0.14,hv,hv71509067,2020-07-29T22:14:36.040Z,"44 km SE of P?hala, Hawaii",earthquake,0.59,0.51,0.165,38,reviewed,hv,hv
df_EQ Data.csv,242,7462.0,18.9166667,-155.16416669999998,6.01,3.38,ml,45.0,253,0.3671,0.15,hv,hv71509062,2020-07-29T22:14:36.040Z,"45 km SE of P?hala, Hawaii",earthquake,0.47,0.61,0.177,24,reviewed,hv,hv
df_EQ Data.csv,243,7462.0,18.9345,-155.21200000000002,10.4,3.31,ml,35.0,255,0.3229,0.11,hv,hv71509052,2020-07-29T22:14:36.040Z,"40 km SE of P?hala, Hawaii",earthquake,0.52,0.31,0.12300000000000001,39,reviewed,hv,hv
df_EQ Data.csv,244,7461.0,18.8755,-155.219,10.73,3.77,ml,56.0,257,0.3612,0.14,hv,hv71508772,2020-07-29T22:14:34.040Z,"43 km ESE of Naalehu, Hawaii",earthquake,0.62,0.64,0.183,38,reviewed,hv,hv
df_EQ Data.csv,245,7461.0,18.870666699999997,-155.2185,11.03,3.72,ml,51.0,258,0.3652,0.13,hv,hv71508747,2020-07-29T22:14:34.040Z,"43 km ESE of Naalehu, Hawaii",earthquake,0.68,0.72,0.204,37,reviewed,hv,hv
df_EQ Data.csv,246,7461.0,18.876666699999998,-155.22033330000002,10.95,3.94,ml,56.0,257,0.3595,0.13,hv,hv71508692,2022-08-08T22:45:39.097Z,"43 km ESE of Naalehu, Hawaii",earthquake,0.6,0.62,0.21,32,reviewed,hv,hv
df_EQ Data.csv,247,7460.0,19.2315,-155.4101667,32.02,3.17,md,52.0,136,0.013380000000000001,0.11,hv,hv71507312,2020-07-29T22:14:29.040Z,"7 km ENE of P?hala, Hawaii",earthquake,0.45,0.66,0.11800000000000001,25,reviewed,hv,hv
df_EQ Data.csv,248,7457.0,19.5358333,-156.2691667,41.11,3.73,ml,61.0,204,0.265,0.13,hv,hv71502357,2022-05-22T10:31:57.358Z,"Hawaii region, Hawaii",earthquake,0.56,0.93,0.165,40,reviewed,hv,hv
df_EQ Data.csv,249,7456.0,18.8116667,-155.8,34.75,3.85,ml,59.0,294,0.2085,0.11,hv,hv71500592,2020-07-29T22:14:08.040Z,"28 km S of Hawaiian Ocean View, Hawaii",earthquake,0.49,0.87,0.16399999999999998,37,reviewed,hv,hv
df_EQ Data.csv,250,7454.0,19.2123333,-155.4028333,32.65,3.15,md,62.0,151,0.02554,0.11,hv,hv71498552,2020-07-18T21:57:33.040Z,"8 km E of P?hala, Hawaii",earthquake,0.47,0.51,0.109,25,reviewed,hv,hv
df_EQ Data.csv,251,7454.0,19.223,-155.403,32.3,3.25,md,62.0,144,0.015330000000000002,0.12,hv,hv71498547,2020-07-18T21:57:33.040Z,"8 km ENE of P?hala, Hawaii",earthquake,0.45,0.53,0.17,24,reviewed,hv,hv
df_EQ Data.csv,252,7433.0,19.2295,-155.41383330000002,31.0,3.04,md,49.0,134,0.01737,0.11,hv,hv71471522,2020-06-30T14:03:03.040Z,"7 km ENE of P?hala, Hawaii",earthquake,0.45,0.68,0.138,22,reviewed,hv,hv
df_EQ Data.csv,253,7432.0,19.2263333,-155.4146667,33.08,3.6,md,62.0,136,0.01966,0.12,hv,hv71471412,2021-02-24T00:35:28.230Z,"7 km ENE of P?hala, Hawaii",earthquake,0.4,0.51,0.134,23,reviewed,hv,hv
df_EQ Data.csv,254,7428.0,19.228666699999998,-155.42616669999998,31.1,3.12,md,62.0,128,0.028480000000000002,0.13,hv,hv71464172,2020-06-30T14:02:45.040Z,"6 km ENE of P?hala, Hawaii",earthquake,0.4,0.54,0.14800000000000002,23,reviewed,hv,hv
df_EQ Data.csv,255,7414.0,19.2285,-155.4028333,30.77,3.2,md,55.0,141,0.01028,0.12,hv,hv71443767,2020-06-06T20:54:16.040Z,"8 km ENE of P?hala, Hawaii",earthquake,0.43,0.63,0.099,24,reviewed,hv,hv
df_EQ Data.csv,256,7411.0,19.322833300000003,-155.1106667,1.18,3.75,ml,60.0,188,0.04068,0.16,hv,hv71439712,2022-07-27T04:16:04.283Z,"16 km S of Fern Forest, Hawaii",earthquake,0.37,0.38,0.146,41,reviewed,hv,hv
df_EQ Data.csv,257,7409.0,19.2165,-155.54266669999998,0.05,3.9,ml,62.0,56,0.05205,0.18,hv,hv71436602,2020-06-06T20:53:54.040Z,"6 km WNW of P?hala, Hawaii",earthquake,0.29,0.14,0.18899999999999997,45,reviewed,hv,hv
df_EQ Data.csv,258,7408.0,19.357166699999997,-155.058,6.07,3.18,ml,61.0,171,0.047830000000000004,0.12,hv,hv71434612,2020-06-06T20:53:46.040Z,"14 km SE of Fern Forest, Hawaii",earthquake,0.4,0.3,0.157,39,reviewed,hv,hv
df_EQ Data.csv,259,7388.0,19.1916667,-155.67700000000002,-1.3,3.7,ml,64.0,77,0.07327,0.18,hv,hv71404252,2020-05-19T22:14:07.040Z,"14 km NNW of Wai‘?hinu, Hawaii",earthquake,0.29,0.13,0.16399999999999998,40,reviewed,hv,hv
df_EQ Data.csv,260,7363.0,19.333,-155.2005,7.71,4.22,ml,47.0,80,0.04297,0.09,hv,hv71365812,2021-10-10T22:24:40.747Z,"12 km SSE of Volcano, Hawaii",earthquake,0.27,0.48,0.185,53,reviewed,hv,hv
df_EQ Data.csv,261,7359.0,19.3361667,-154.98166669999998,5.55,3.81,ml,62.0,214,0.09929,0.13,hv,hv71357897,2020-04-18T22:09:54.040Z,"16 km SSW of Leilani Estates, Hawaii",earthquake,0.49,0.35,0.156,41,reviewed,hv,hv
df_EQ Data.csv,262,7337.0,19.352166699999998,-155.49466669999998,8.68,3.58,ml,38.0,45,0.0774,0.11,hv,hv71321862,2020-03-21T17:13:41.040Z,"16 km N of P?hala, Hawaii",earthquake,0.31,0.96,0.171,42,reviewed,hv,hv
df_EQ Data.csv,263,7336.0,19.2263333,-155.4123333,35.15,3.53,md,63.0,137,0.01789,0.11,hv,hv71320967,2020-03-21T17:13:23.040Z,"7 km ENE of P?hala, Hawaii",earthquake,0.42,0.45,0.111,26,reviewed,hv,hv
df_EQ Data.csv,264,7276.0,19.8638333,-155.3561667,32.56,4.93,ml,10.0,102,0.1157,0.07,hv,hv71228166,2020-06-23T00:35:14.171Z,"18 km SW of Laup?hoehoe, Hawaii",earthquake,1.02,2.52,0.18899999999999997,55,reviewed,hv,hv
df_EQ Data.csv,265,7243.0,18.8745,-155.2608333,16.11,3.99,ml,70.0,256,,0.13,hv,hv71171736,2019-12-28T20:45:55.040Z,"39 km ESE of Naalehu, Hawaii",earthquake,1.17,6.52,0.20800000000000002,51,reviewed,hv,hv
df_EQ Data.csv,266,7197.0,18.838333300000002,-155.2365,46.04,4.18,ml,66.0,260,0.3809,0.1,hv,hv71101342,2019-11-08T22:13:40.040Z,"44 km SE of Naalehu, Hawaii",earthquake,0.51,0.83,0.149,52,reviewed,hv,hv
df_EQ Data.csv,267,7187.0,19.8073333,-155.0196667,41.99,4.52,ml,67.0,195,,0.13,hv,hv71084577,2019-11-11T17:34:19.388Z,"8 km ENE of P?pa‘ikou, Hawaii",earthquake,0.42,0.53,0.17600000000000002,44,reviewed,hv,hv
df_EQ Data.csv,268,7185.0,19.3098333,-155.217,7.53,3.74,ml,66.0,133,0.02936,0.1,hv,hv71082382,2019-10-29T20:33:57.040Z,"14 km S of Volcano, Hawaii",earthquake,0.22,0.18,0.19399999999999998,41,reviewed,hv,hv
df_EQ Data.csv,269,7172.0,19.420666699999998,-155.6156667,-1.13,3.33,ml,56.0,79,0.02109,0.15,hv,hv71061752,2019-10-11T20:12:39.040Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.19,0.27,0.139,43,reviewed,hv,hv
df_EQ Data.csv,270,7171.0,19.4063333,-155.29416669999998,0.03,3.02,ml,53.0,27,0.005518,0.11,hv,hv71060617,2019-10-11T20:12:33.040Z,"7 km WSW of Volcano, Hawaii",earthquake,0.12,0.13,0.22899999999999998,36,reviewed,hv,hv
df_EQ Data.csv,271,7154.0,18.7928333,-155.2081667,37.63,3.51,ml,69.0,267,,0.13,hv,hv71039597,2019-09-28T20:01:01.040Z,"49 km SE of Naalehu, Hawaii",earthquake,0.43,1.13,0.161,49,reviewed,hv,hv
df_EQ Data.csv,272,7149.0,19.3795,-155.232,29.85,3.82,ml,68.0,46,,0.11,hv,hv71032367,2019-09-26T14:30:08.040Z,"7 km S of Volcano, Hawaii",earthquake,0.25,0.32,0.254,38,reviewed,hv,hv
df_EQ Data.csv,273,7147.0,19.302,-155.213,8.11,3.73,ml,67.0,108,,0.11,hv,hv71019711,2019-09-26T14:30:01.040Z,"15 km S of Volcano, Hawaii",earthquake,0.22,0.19,0.18,41,reviewed,hv,hv
df_EQ Data.csv,274,7136.0,19.4548333,-155.60283330000001,-1.73,3.14,ml,67.0,38,0.0029920000000000003,0.14,hv,hv71003891,2019-09-11T15:19:28.040Z,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.14,0.14,0.13699999999999998,45,reviewed,hv,hv
df_EQ Data.csv,275,7083.0,19.3316667,-155.1055,6.88,4.24,ml,63.0,152,0.05072,0.1,hv,hv70927626,2019-07-13T18:42:46.040Z,"15 km SSE of Fern Forest, Hawaii",earthquake,0.3,0.25,0.18899999999999997,54,reviewed,hv,hv
df_EQ Data.csv,276,7083.0,19.2756667,-155.3695,31.88,1.64,ml,44.0,128,0.04627,0.12,hv,hv70927621,2019-06-04T20:07:01.402Z,"14 km NE of P?hala, Hawaii",earthquake,0.52,0.62,0.11599999999999999,17,reviewed,hv,hv
df_EQ Data.csv,277,7069.0,19.742,-155.7905,13.33,5.34,ml,78.0,66,,0.17,hv,hv70907436,2020-07-09T21:49:39.820Z,"20 km E of Kalaoa, Hawaii",earthquake,0.22,0.38,0.152,52,reviewed,hv,hv
df_EQ Data.csv,278,7055.0,20.220833300000002,-155.7825,37.63,3.66,ml,82.0,153,,0.13,hv,hv70883486,2019-06-08T20:51:25.040Z,"1 km S of Hala‘ula, Hawaii",earthquake,0.4,0.53,0.153,55,reviewed,hv,hv
df_EQ Data.csv,279,7048.0,19.391833300000002,-155.27200000000002,13.45,3.51,ml,68.0,42,0.003843,0.11,hv,hv70880802,2019-06-06T18:54:18.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.27,0.13,0.221,45,reviewed,hv,hv
df_EQ Data.csv,280,7038.0,19.325833300000003,-155.2005,6.97,5.54,ml,75.0,88,,0.12,hv,hv70863117,2020-07-09T21:49:26.958Z,"13 km SSE of Volcano, Hawaii",earthquake,0.21,0.22,0.19399999999999998,36,reviewed,hv,hv
df_EQ Data.csv,281,7002.0,18.476833300000003,-156.2968333,26.83,4.62,ml,75.0,308,,0.12,hv,hv70802976,2019-04-25T15:31:51.040Z,"86 km SW of Hawaiian Ocean View, Hawaii",earthquake,0.72,1.6,0.159,53,reviewed,hv,hv
df_EQ Data.csv,282,6992.0,19.4255,-155.6191667,-0.46,3.47,ml,42.0,113,0.02399,0.12,hv,hv70786196,2019-04-12T17:15:53.040Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.22,0.41,0.166,48,reviewed,hv,hv
df_EQ Data.csv,283,6956.0,19.4284,-157.1492,10.0,3.4,ml,,234,1.091,0.59,us,us2000ixxh,2019-03-05T17:46:34.040Z,"122 km W of Kailua-Kona, Hawaii",earthquake,4.7,2.0,0.051,50,reviewed,us,us
df_EQ Data.csv,284,6948.0,19.3263333,-155.1961667,6.58,3.49,ml,27.0,89,0.05061,0.07,hv,hv70736576,2019-02-23T20:21:18.040Z,"13 km SSE of Volcano, Hawaii",earthquake,0.33,0.84,0.184,45,reviewed,hv,hv
df_EQ Data.csv,285,6893.0,20.5131667,-155.143,17.01,3.6,ml,68.0,235,0.5267,0.18,hv,hv70667462,2019-01-10T17:18:34.040Z,"57 km NNE of Pa‘auilo, Hawaii",earthquake,0.73,14.5,0.161,55,reviewed,hv,hv
df_EQ Data.csv,286,6891.0,19.348833300000003,-155.1061667,7.15,3.83,ml,47.0,141,0.04019,0.11,hv,hv70664427,2018-12-21T22:27:07.040Z,"13 km SSE of Fern Forest, Hawaii",earthquake,0.34,0.47,0.195,49,reviewed,hv,hv
df_EQ Data.csv,287,6885.0,19.945,-155.3038333,10.83,1.67,md,20.0,127,0.06667000000000001,0.13,hv,hv70654482,2018-12-21T22:27:01.040Z,"8 km WSW of Laup?hoehoe, Hawaii",earthquake,0.62,0.42,0.07,7,reviewed,hv,hv
df_EQ Data.csv,288,6884.0,18.8715,-155.2341667,10.99,3.87,ml,24.0,272,0.3553,0.11,hv,hv70651692,2018-12-21T21:15:52.040Z,"42 km ESE of Naalehu, Hawaii",earthquake,0.66,0.65,0.111,58,reviewed,hv,hv
df_EQ Data.csv,289,6879.0,19.5173333,-155.6643333,5.76,3.61,ml,57.0,42,0.03048,0.12,hv,hv70640477,2018-12-21T21:15:47.040Z,"22 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.24,0.3,0.21,51,reviewed,hv,hv
df_EQ Data.csv,290,6868.0,20.1385,-155.7918333,21.93,3.95,ml,80.0,108,,0.15,hv,hv70617722,2019-11-09T18:17:49.664Z,"10 km S of Kapaau, Hawaii",earthquake,0.44,0.62,0.171,60,reviewed,hv,hv
df_EQ Data.csv,291,6861.0,19.3381667,-155.1086667,6.48,3.69,ml,67.0,143,0.046130000000000004,0.11,hv,hv70603737,2018-11-27T15:52:01.040Z,"14 km SSE of Fern Forest, Hawaii",earthquake,0.3,0.23,0.174,57,reviewed,hv,hv
df_EQ Data.csv,292,6855.0,20.382666699999998,-156.90083330000002,8.37,3.66,ml,44.0,172,,0.23,hv,hv70594542,2018-11-21T18:19:12.040Z,"49 km S of Lanai City, Hawaii",earthquake,0.43,0.88,0.135,55,reviewed,hv,hv
df_EQ Data.csv,293,6851.0,19.7553333,-155.566,17.19,3.34,ml,38.0,70,,0.15,hv,hv70588612,2019-04-04T21:01:44.340Z,"31 km SE of Waikoloa, Hawaii",earthquake,0.39,0.68,0.187,53,reviewed,hv,hv
df_EQ Data.csv,294,6819.0,19.370333300000002,-155.0285,8.44,4.41,ml,23.0,174,0.05435,0.08,hv,hv70532117,2018-10-17T18:11:47.040Z,"15 km SSE of Eden Roc, Hawaii",earthquake,0.56,0.61,0.158,35,reviewed,hv,hv
df_EQ Data.csv,295,6814.0,19.389833300000003,-155.268,0.3,3.47,ml,26.0,69,0.007661,0.1,hv,hv70522347,2022-08-08T06:51:50.094Z,"6 km SSW of Volcano, Hawaii",earthquake,0.13,0.12,0.158,20,reviewed,hv,hv
df_EQ Data.csv,296,6814.0,19.4081667,-155.284,1.31,3.35,ml,52.0,19,0.009446,0.12,hv,hv70520567,2018-10-16T15:34:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.11,0.184,40,reviewed,hv,hv
df_EQ Data.csv,297,6814.0,19.414666699999998,-155.2603333,0.15,3.56,ml,26.0,96,0.002602,0.18,hv,hv70520562,2018-09-20T02:57:22.563Z,"4 km SW of Volcano, Hawaii",earthquake,0.18,0.15,0.122,4,reviewed,hv,hv
df_EQ Data.csv,298,6814.0,19.416166699999998,-155.2738333,0.74,3.44,ml,23.0,38,0.009252,0.11,hv,hv70520557,2018-10-16T15:34:08.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.13,0.159,17,reviewed,hv,hv
df_EQ Data.csv,299,6814.0,19.4135,-155.265,0.42,2.62,md,25.0,59,0.005035,0.1,hv,hv70519912,2018-10-16T15:34:08.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.17,0.15,0.114,5,reviewed,hv,hv
df_EQ Data.csv,300,6814.0,19.3991667,-155.2788333,-0.36,3.28,ml,43.0,37,0.006187,0.14,hv,hv70519887,2018-10-16T15:34:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.1,0.13,0.166,51,reviewed,hv,hv
df_EQ Data.csv,301,6814.0,19.4063333,-155.286,1.48,3.35,ml,52.0,23,0.01141,0.11,hv,hv70519847,2018-10-16T15:34:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.09,0.185,51,reviewed,hv,hv
df_EQ Data.csv,302,6814.0,19.3955,-155.2728333,0.84,2.89,md,23.0,40,0.0007755,0.12,hv,hv70518582,2018-10-16T15:34:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.15,0.247,7,reviewed,hv,hv
df_EQ Data.csv,303,6814.0,19.416166699999998,-155.2766667,0.36,3.96,ml,25.0,48,0.007169,0.1,hv,hv70518577,2018-10-16T15:34:08.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.12,0.171,18,reviewed,hv,hv
df_EQ Data.csv,304,6813.0,19.4135,-155.2646667,0.27,3.11,ml,32.0,73,0.004734,0.1,hv,hv70517267,2022-08-08T06:49:24.809Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.1,0.193,29,reviewed,hv,hv
df_EQ Data.csv,305,6812.0,19.4166667,-155.27433330000002,-0.25,3.87,ml,33.0,35,0.008615000000000001,0.1,hv,hv70513662,2018-10-16T15:34:07.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.11,0.14,0.2,23,reviewed,hv,hv
df_EQ Data.csv,306,6812.0,19.4175,-155.2705,0.3,3.54,ml,23.0,45,0.00984,0.08,hv,hv70513657,2018-10-16T15:34:07.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.15,0.196,13,reviewed,hv,hv
df_EQ Data.csv,307,6812.0,19.4081667,-155.2606667,0.08,3.35,ml,34.0,54,0.0039700000000000004,0.13,hv,hv70512242,2018-10-16T15:34:07.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.13,0.17600000000000002,32,reviewed,hv,hv
df_EQ Data.csv,308,6812.0,19.365833300000002,-155.278,2.02,2.69,ml,15.0,67,0.01486,0.1,hv,hv70512167,2019-01-16T20:00:50.050Z,"9 km SSW of Volcano, Hawaii",earthquake,0.26,0.39,0.111,6,reviewed,hv,hv
df_EQ Data.csv,309,6812.0,19.3926667,-155.2726667,0.29,3.09,ml,26.0,42,0.002841,0.1,hv,hv70512147,2019-01-16T02:30:57.574Z,"6 km SW of Volcano, Hawaii",earthquake,0.11,0.1,0.212,41,reviewed,hv,hv
df_EQ Data.csv,310,6812.0,19.4136667,-155.2658333,0.44,3.53,ml,16.0,78,0.005837,0.08,hv,hv70511562,2018-10-16T15:34:07.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.19,0.2,0.191,18,reviewed,hv,hv
df_EQ Data.csv,311,6812.0,19.4168333,-155.2776667,0.94,3.69,ml,29.0,54,0.006125,0.07,hv,hv70511557,2018-10-16T15:34:07.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.19,0.14,0.142,26,reviewed,hv,hv
df_EQ Data.csv,312,6812.0,19.4065,-155.287,1.36,3.61,ml,30.0,30,0.01144,0.08,hv,hv70511547,2021-03-01T21:48:39.820Z,"6 km SW of Volcano, Hawaii",earthquake,0.23,0.15,0.17600000000000002,49,reviewed,hv,hv
df_EQ Data.csv,313,6812.0,19.4111667,-155.284,0.55,3.07,ml,32.0,26,0.006462000000000001,0.1,hv,hv70511512,2019-01-16T02:08:40.176Z,"6 km WSW of Volcano, Hawaii",earthquake,0.12,0.09,0.154,44,reviewed,hv,hv
df_EQ Data.csv,314,6812.0,19.416166699999998,-155.2706667,0.15,3.6,ml,29.0,41,0.010759999999999999,0.1,hv,hv70511012,2018-10-16T15:34:07.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.12,0.193,21,reviewed,hv,hv
df_EQ Data.csv,315,6812.0,19.3998333,-155.26733330000002,0.3,2.72,ml,24.0,67,0.0020039999999999997,0.11,hv,hv70510262,2018-10-16T15:34:07.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.13,0.3,20,reviewed,hv,hv
df_EQ Data.csv,316,6812.0,19.4096667,-155.2643333,-0.08,3.68,ml,23.0,47,0.0048460000000000005,0.13,hv,hv70510252,2018-10-16T15:34:07.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.15,0.185,17,reviewed,hv,hv
df_EQ Data.csv,317,6812.0,19.4066667,-155.2861667,1.39,3.36,ml,44.0,24,0.01111,0.1,hv,hv70510242,2018-08-29T22:11:37.835Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.11,0.193,43,reviewed,hv,hv
df_EQ Data.csv,318,6812.0,19.4155,-155.2755,0.48,3.36,ml,23.0,42,0.008394,0.1,hv,hv70510232,2019-01-16T19:47:29.716Z,"5 km SW of Volcano, Hawaii",earthquake,0.12,0.13,0.16899999999999998,40,reviewed,hv,hv
df_EQ Data.csv,319,6812.0,19.399666699999997,-155.2735,0.29,2.83,ml,34.0,28,0.004278,0.09,hv,hv70510227,2018-10-16T15:34:07.040Z,"Island of Hawaii, Hawaii",earthquake,0.11,0.11,0.201,28,reviewed,hv,hv
df_EQ Data.csv,320,6811.0,19.4125,-155.2655,0.45,2.92,ml,31.0,71,0.005323,0.09,hv,hv70509322,2019-01-16T22:27:58.956Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.151,38,reviewed,hv,hv
df_EQ Data.csv,321,6811.0,19.4171667,-155.2765,0.89,3.28,ml,51.0,31,0.007187000000000001,0.09,hv,hv70508977,2018-10-16T15:34:10.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.1,0.191,47,reviewed,hv,hv
df_EQ Data.csv,322,6811.0,19.4076667,-155.2841667,1.13,3.3,ml,40.0,23,0.009943,0.1,hv,hv70508567,2018-10-16T15:34:10.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.156,41,reviewed,hv,hv
