,,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
df_EQ Data.csv,494,6796.0,19.4135,-155.2658333,0.62,3.22,ml,29.0,68,0.005795000000000001,0.08,hv,hv70432347,2018-10-04T14:15:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.19,0.14,0.153,31,reviewed,hv,hv
df_EQ Data.csv,495,6796.0,19.4106667,-155.2753333,0.59,3.69,ml,27.0,48,0.01081,0.07,hv,hv70431872,2018-10-04T14:15:25.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.15,0.177,14,reviewed,hv,hv
df_EQ Data.csv,496,6796.0,19.4033333,-155.2718333,0.55,2.91,ml,21.0,41,0.007459,0.07,hv,hv70431437,2018-10-04T14:15:25.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.22,0.2,0.133,5,reviewed,hv,hv
df_EQ Data.csv,497,6796.0,19.411333300000003,-155.2635,0.52,3.13,ml,25.0,66,0.0035009999999999998,0.09,hv,hv70431027,2018-10-04T14:15:25.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.1,0.151,20,reviewed,hv,hv
df_EQ Data.csv,498,6796.0,19.4163333,-155.2778333,0.67,3.73,ml,26.0,54,0.006058,0.08,hv,hv70430482,2018-10-04T14:15:25.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.13,0.12,0.122,23,reviewed,hv,hv
df_EQ Data.csv,499,6796.0,19.4005,-155.26983330000002,0.35,2.61,md,28.0,50,0.004233,0.08,hv,hv70429272,2018-10-04T14:15:25.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.14,0.12,8,reviewed,hv,hv
df_EQ Data.csv,500,6796.0,19.4141667,-155.273,0.92,2.77,ml,23.0,47,0.011040000000000001,0.11,hv,hv70429262,2018-10-04T14:15:25.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.13,0.18100000000000002,28,reviewed,hv,hv
df_EQ Data.csv,501,6795.0,19.4006667,-155.2725,0.3,3.85,ml,24.0,50,0.005379999999999999,0.1,hv,hv70426602,2018-10-02T16:40:45.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.16,0.215,44,reviewed,hv,hv
df_EQ Data.csv,502,6795.0,19.411666699999998,-155.2625,0.41,3.12,ml,50.0,39,0.0025109999999999998,0.13,hv,hv70426292,2018-10-02T16:40:42.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.11,0.147,40,reviewed,hv,hv
df_EQ Data.csv,503,6795.0,19.4085,-155.2846667,1.46,3.13,ml,51.0,19,0.00913,0.1,hv,hv70426257,2018-10-03T02:52:58.250Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.11,0.196,41,reviewed,hv,hv
df_EQ Data.csv,504,6795.0,19.4165,-155.27700000000002,0.62,3.79,ml,20.0,51,0.006797,0.11,hv,hv70425927,2021-02-19T17:38:30.731Z,"5 km WSW of Volcano, Hawaii",earthquake,0.16,0.16,0.2,47,reviewed,hv,hv
df_EQ Data.csv,505,6795.0,19.413166699999998,-155.2635,0.57,3.47,ml,37.0,72,0.0035840000000000004,0.12,hv,hv70425922,2021-02-19T17:38:36.713Z,"4 km SW of Volcano, Hawaii",earthquake,0.16,0.13,0.172,48,reviewed,hv,hv
df_EQ Data.csv,506,6795.0,19.3955,-155.28066669999998,-0.04,3.3,ml,26.0,40,0.006631000000000001,0.13,hv,hv70425252,2018-10-02T16:40:42.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.12,0.14,0.193,31,reviewed,hv,hv
df_EQ Data.csv,507,6795.0,19.4,-155.266,0.38,3.33,ml,34.0,56,0.001749,0.11,hv,hv70425247,2019-02-12T21:56:43.070Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.326,23,reviewed,hv,hv
df_EQ Data.csv,508,6795.0,19.4165,-155.278,0.62,3.6,ml,20.0,55,0.005869,0.1,hv,hv70425242,2018-10-02T16:40:45.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.16,0.21,0.152,32,reviewed,hv,hv
df_EQ Data.csv,509,6795.0,19.415833300000003,-155.27100000000002,-1.08,3.29,ml,35.0,37,0.01084,0.14,hv,hv70424432,2018-10-02T16:40:41.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.08,0.15,0.18100000000000002,42,reviewed,hv,hv
df_EQ Data.csv,510,6795.0,19.4001667,-155.2745,1.73,3.16,ml,31.0,37,0.004842,0.08,hv,hv70424427,2018-10-02T16:40:41.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.15,0.138,21,reviewed,hv,hv
df_EQ Data.csv,511,6795.0,19.4168333,-155.2766667,0.85,3.73,ml,40.0,39,0.007061,0.08,hv,hv70423857,2018-10-02T16:40:41.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.1,0.145,12,reviewed,hv,hv
df_EQ Data.csv,512,6795.0,19.412833300000003,-155.2615,0.25,3.41,ml,42.0,36,0.001702,0.11,hv,hv70423852,2018-10-02T16:40:41.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.08,0.175,45,reviewed,hv,hv
df_EQ Data.csv,513,6794.0,19.411666699999998,-155.2751667,0.36,3.54,ml,38.0,36,0.010329999999999999,0.07,hv,hv70423337,2018-10-02T16:40:30.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.1,0.09,0.18,18,reviewed,hv,hv
df_EQ Data.csv,514,6794.0,19.412833300000003,-155.2631667,0.2,3.21,ml,40.0,47,0.003192,0.11,hv,hv70422682,2018-10-02T16:40:41.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.09,0.188,43,reviewed,hv,hv
df_EQ Data.csv,515,6794.0,19.4003333,-155.2886667,1.08,2.72,ml,25.0,45,0.01144,0.07,hv,hv70422677,2018-10-02T16:40:41.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.13,0.15,0.127,20,reviewed,hv,hv
df_EQ Data.csv,516,6794.0,19.3975,-155.2905,0.77,3.54,ml,25.0,56,0.008154999999999999,0.1,hv,hv70419867,2018-10-02T16:40:45.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.177,43,reviewed,hv,hv
df_EQ Data.csv,517,6794.0,19.4193333,-155.27683330000002,0.79,4.36,ml,31.0,46,0.005444,0.06,hv,hv70419657,2018-10-02T16:40:40.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.16,0.12,0.09,8,reviewed,hv,hv
df_EQ Data.csv,518,6794.0,19.399666699999997,-155.2678333,0.27,3.1,ml,45.0,45,0.0022129999999999997,0.1,hv,hv70419437,2019-02-12T22:16:40.370Z,"5 km SW of Volcano, Hawaii",earthquake,0.11,0.1,0.18899999999999997,50,reviewed,hv,hv
df_EQ Data.csv,519,6794.0,19.4175,-155.276,-0.13,3.86,ml,23.0,43,0.007375,0.14,hv,hv70419422,2018-10-02T16:40:40.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.11,0.14,0.10300000000000001,9,reviewed,hv,hv
df_EQ Data.csv,520,6794.0,19.413166699999998,-155.2663333,0.28,3.57,ml,24.0,72,0.006188,0.12,hv,hv70419417,2018-10-02T16:40:40.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.11,0.151,47,reviewed,hv,hv
df_EQ Data.csv,521,6794.0,19.4031667,-155.2748333,1.24,3.37,ml,24.0,46,0.007839,0.1,hv,hv70419062,2018-10-02T16:40:30.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.235,27,reviewed,hv,hv
df_EQ Data.csv,522,6793.0,19.4108333,-155.2791667,-0.31,3.34,ml,39.0,30,0.008234,0.14,hv,hv70418627,2022-08-08T06:05:31.700Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.14,0.233,22,reviewed,hv,hv
df_EQ Data.csv,523,6793.0,19.3961667,-155.2883333,0.93,3.3,ml,43.0,39,0.008134,0.11,hv,hv70418622,2018-10-02T16:40:40.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.157,42,reviewed,hv,hv
df_EQ Data.csv,524,6793.0,19.4175,-155.2663333,0.35,3.26,ml,25.0,57,0.0075,0.12,hv,hv70418437,2018-10-02T16:40:40.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.15,0.168,43,reviewed,hv,hv
df_EQ Data.csv,525,6793.0,19.413,-155.262,0.18,3.36,ml,50.0,36,0.0022,0.12,hv,hv70418147,2018-10-02T16:40:40.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.1,0.158,40,reviewed,hv,hv
df_EQ Data.csv,526,6793.0,19.370333300000002,-154.9735,5.85,3.63,ml,9.0,210,0.0694,0.12,hv,hv70418152,2018-07-28T03:28:16.772Z,"12 km SSW of Leilani Estates, Hawaii",earthquake,0.99,2.0,0.17300000000000001,18,reviewed,hv,hv
df_EQ Data.csv,527,6793.0,19.411666699999998,-155.2605,0.23,3.26,ml,46.0,32,0.0007215,0.12,hv,hv70417097,2018-10-02T16:40:37.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.152,46,reviewed,hv,hv
df_EQ Data.csv,528,6793.0,19.4138333,-155.2778333,0.83,3.39,ml,31.0,46,0.007033,0.09,hv,hv70414342,2022-08-08T06:00:48.574Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.12,0.171,44,reviewed,hv,hv
df_EQ Data.csv,529,6793.0,19.417333300000003,-155.2731667,1.0,2.5,ml,23.0,47,0.008482,0.07,hv,hv70414337,2018-10-02T16:40:36.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.19,0.12,0.155,6,reviewed,hv,hv
df_EQ Data.csv,530,6793.0,19.4135,-155.265,0.17,3.25,ml,31.0,64,0.005035,0.12,hv,hv70414327,2022-08-08T06:02:23.169Z,"4 km SW of Volcano, Hawaii",earthquake,0.17,0.14,0.14300000000000002,34,reviewed,hv,hv
df_EQ Data.csv,531,6792.0,19.418833300000003,-155.27466669999998,0.28,3.63,ml,22.0,40,0.0065060000000000005,0.09,hv,hv70413867,2018-10-02T16:40:36.040Z,"Island of Hawaii, Hawaii",earthquake,0.13,0.15,0.187,9,reviewed,hv,hv
df_EQ Data.csv,532,6792.0,19.413166699999998,-155.2645,0.32,3.38,ml,29.0,75,0.004494,0.1,hv,hv70413862,2018-10-02T16:40:36.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.1,0.226,19,reviewed,hv,hv
df_EQ Data.csv,533,6792.0,19.4138333,-155.2636667,0.57,3.25,ml,34.0,70,0.0039759999999999995,0.1,hv,hv70413317,2018-10-02T16:40:36.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.13,0.2,43,reviewed,hv,hv
df_EQ Data.csv,534,6792.0,19.3995,-155.2658333,0.04,3.56,ml,32.0,52,0.001265,0.13,hv,hv70413092,2018-10-02T16:40:36.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.11,0.168,19,reviewed,hv,hv
df_EQ Data.csv,535,6792.0,19.406,-155.2851667,1.06,3.52,ml,45.0,25,0.011640000000000001,0.11,hv,hv70413087,2019-02-12T23:58:26.883Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.24100000000000002,21,reviewed,hv,hv
df_EQ Data.csv,536,6792.0,19.4093333,-155.281,0.82,3.38,ml,55.0,25,0.008786,0.11,hv,hv70413082,2018-10-02T16:40:36.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.08,0.168,48,reviewed,hv,hv
df_EQ Data.csv,537,6792.0,19.4151667,-155.2773333,-0.08,3.77,ml,24.0,52,0.006848999999999999,0.11,hv,hv70412727,2021-07-14T20:57:40.643Z,"5 km SW of Volcano, Hawaii",earthquake,0.1,0.14,0.17,14,reviewed,hv,hv
df_EQ Data.csv,538,6792.0,19.4136667,-155.2645,0.15,3.31,ml,25.0,83,0.004638000000000001,0.11,hv,hv70412722,2021-07-14T21:00:48.930Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.11,0.18,24,reviewed,hv,hv
df_EQ Data.csv,539,6792.0,19.413,-155.2636667,0.33,3.22,ml,37.0,47,0.0036899999999999997,0.09,hv,hv70412222,2018-10-02T16:40:35.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.09,0.198,44,reviewed,hv,hv
df_EQ Data.csv,540,6792.0,19.4123333,-155.2658333,-0.42,3.18,ml,46.0,47,0.005627,0.14,hv,hv70410532,2018-10-02T16:40:35.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.13,0.19399999999999998,42,reviewed,hv,hv
df_EQ Data.csv,541,6791.0,19.4183333,-155.27966669999998,0.5,3.63,ml,35.0,35,0.004234,0.14,hv,hv70397961,2019-02-14T00:25:12.304Z,"5 km WSW of Volcano, Hawaii",earthquake,0.16,0.09,0.177,42,reviewed,hv,hv
df_EQ Data.csv,542,6791.0,19.4126667,-155.2656667,0.1,3.25,ml,25.0,73,0.005495,0.1,hv,hv70397956,2018-10-02T16:40:34.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.13,0.106,18,reviewed,hv,hv
df_EQ Data.csv,543,6791.0,19.4096667,-155.2783333,0.66,3.25,ml,31.0,44,0.009636,0.1,hv,hv70397806,2018-10-02T16:40:34.040Z,"Island of Hawaii, Hawaii",earthquake,0.12,0.14,0.166,36,reviewed,hv,hv
df_EQ Data.csv,544,6791.0,19.3818333,-154.9623333,4.72,1.48,md,21.0,187,0.06506,0.13,hv,hv70397576,2018-07-11T23:56:51.925Z,"10 km SSW of Leilani Estates, Hawaii",earthquake,0.53,1.77,0.18100000000000002,10,reviewed,hv,hv
df_EQ Data.csv,545,6791.0,19.3995,-155.2855,-1.0,3.45,ml,47.0,28,0.01192,0.15,hv,hv70397321,2018-10-02T16:40:34.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.09,0.15,0.192,43,reviewed,hv,hv
df_EQ Data.csv,546,6791.0,19.4126667,-155.2685,0.12,3.6,ml,22.0,60,0.008159,0.13,hv,hv70397291,2018-10-02T16:40:34.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.13,0.263,16,reviewed,hv,hv
df_EQ Data.csv,547,6791.0,19.399,-155.2773333,0.35,3.66,ml,25.0,42,0.005019,0.09,hv,hv70397081,2018-10-02T16:40:34.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.11,0.14,0.184,9,reviewed,hv,hv
df_EQ Data.csv,548,6791.0,19.418833300000003,-155.27366669999998,0.21,3.63,ml,25.0,36,0.006958,0.1,hv,hv70397051,2018-10-02T16:40:34.040Z,"4 km WSW of Volcano, Hawaii",earthquake,0.11,0.13,0.19899999999999998,11,reviewed,hv,hv
df_EQ Data.csv,549,6791.0,19.332,-155.1418333,2.91,0.99,md,25.0,124,0.04745,0.13,hv,hv70396691,2022-08-08T05:58:29.700Z,"14 km S of Fern Forest, Hawaii",earthquake,0.34,0.99,0.23600000000000002,4,reviewed,hv,hv
df_EQ Data.csv,550,6791.0,19.4141667,-155.2625,0.43,3.32,ml,32.0,77,0.0032259999999999997,0.08,hv,hv70396521,2018-10-02T16:40:34.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.177,22,reviewed,hv,hv
df_EQ Data.csv,551,6791.0,19.4163333,-155.2773333,0.55,3.51,ml,29.0,52,0.006519,0.08,hv,hv70396511,2018-10-02T16:40:34.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.12,0.09,0.17,23,reviewed,hv,hv
df_EQ Data.csv,552,6791.0,19.4151667,-155.27200000000002,1.09,2.05,md,26.0,48,0.0109,0.11,hv,hv70396506,2018-07-11T16:52:11.691Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.1,0.071,3,reviewed,hv,hv
df_EQ Data.csv,553,6791.0,19.4013333,-155.264,0.14,3.36,ml,36.0,62,0.003624,0.09,hv,hv70396451,2022-08-08T05:57:44.725Z,"5 km SW of Volcano, Hawaii",earthquake,0.1,0.1,0.152,18,reviewed,hv,hv
df_EQ Data.csv,554,6791.0,19.2115,-155.40683330000002,32.65,3.79,ml,36.0,150,0.02733,0.12,hv,hv70396346,2018-10-02T16:40:34.040Z,"7 km E of P?hala, Hawaii",earthquake,0.6,0.67,0.215,39,reviewed,hv,hv
df_EQ Data.csv,555,6791.0,19.1941667,-155.3968333,32.17,2.76,ml,28.0,161,0.04311,0.14,hv,hv70396341,2018-10-02T16:40:34.040Z,"8 km E of P?hala, Hawaii",earthquake,0.62,0.98,0.284,6,reviewed,hv,hv
df_EQ Data.csv,556,6791.0,19.4133333,-155.2596667,0.34,3.33,ml,26.0,105,0.001256,0.1,hv,hv70396161,2018-10-02T16:40:34.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.09,0.18600000000000003,15,reviewed,hv,hv
df_EQ Data.csv,557,6791.0,19.414333300000003,-155.28533330000002,0.52,2.94,ml,43.0,19,0.003511,0.08,hv,hv70396086,2019-02-13T00:59:47.500Z,"6 km WSW of Volcano, Hawaii",earthquake,0.12,0.08,0.221,25,reviewed,hv,hv
df_EQ Data.csv,558,6791.0,19.4065,-155.2865,1.2,3.2,ml,39.0,29,0.01133,0.09,hv,hv70395736,2019-02-13T02:19:36.650Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.1,0.142,32,reviewed,hv,hv
df_EQ Data.csv,559,6791.0,19.404,-155.2738333,-0.73,3.59,ml,26.0,35,0.008589,0.11,hv,hv70395731,2018-10-02T16:40:33.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.07,0.11,0.23199999999999998,3,reviewed,hv,hv
df_EQ Data.csv,560,6791.0,19.414666699999998,-155.27716669999998,0.65,3.58,ml,27.0,51,0.007188,0.09,hv,hv70395726,2018-10-02T16:40:33.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.11,0.16899999999999998,24,reviewed,hv,hv
df_EQ Data.csv,561,6791.0,19.414333300000003,-155.2635,0.32,3.3,ml,26.0,83,0.004085,0.1,hv,hv70395676,2018-10-02T16:40:33.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.1,0.16399999999999998,17,reviewed,hv,hv
df_EQ Data.csv,562,6791.0,19.4135,-155.26266669999998,0.48,3.27,ml,32.0,77,0.0029850000000000002,0.13,hv,hv70395341,2018-10-02T16:40:33.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.203,24,reviewed,hv,hv
df_EQ Data.csv,563,6791.0,19.4126667,-155.276,0.72,2.92,md,21.0,46,0.009115999999999999,0.09,hv,hv70395201,2018-10-02T16:40:33.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.18,0.21899999999999997,4,reviewed,hv,hv
df_EQ Data.csv,564,6791.0,19.401,-155.2905,-0.23,3.13,ml,42.0,37,0.01057,0.13,hv,hv70395196,2018-10-02T16:40:33.040Z,"Island of Hawaii, Hawaii",earthquake,0.1,0.13,0.179,38,reviewed,hv,hv
df_EQ Data.csv,565,6791.0,19.399666699999997,-155.2653333,0.19,2.71,ml,29.0,52,0.0015630000000000002,0.12,hv,hv70395131,2019-04-18T21:59:44.250Z,"5 km SW of Volcano, Hawaii",earthquake,0.11,0.12,0.152,11,reviewed,hv,hv
df_EQ Data.csv,566,6791.0,19.4155,-155.2618333,0.42,3.96,ml,23.0,97,0.003865,0.12,hv,hv70394861,2018-10-02T16:40:33.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.11,0.131,8,reviewed,hv,hv
df_EQ Data.csv,567,6791.0,19.4181667,-155.2763333,0.58,3.42,ml,54.0,32,0.006664,0.11,hv,hv70394856,2018-10-02T16:40:33.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.1,0.166,46,reviewed,hv,hv
df_EQ Data.csv,568,6791.0,19.414,-155.2753333,0.69,2.77,ml,30.0,41,0.009038,0.08,hv,hv70394851,2018-10-02T16:40:33.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.11,0.175,30,reviewed,hv,hv
df_EQ Data.csv,569,6791.0,19.400833300000002,-155.2663333,0.21,3.03,ml,44.0,36,0.002593,0.1,hv,hv70394706,2019-02-13T03:37:25.180Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.1,0.20199999999999999,45,reviewed,hv,hv
df_EQ Data.csv,570,6790.0,19.410999999999998,-155.2823333,0.66,3.34,ml,33.0,26,0.006833,0.1,hv,hv70394541,2018-10-02T16:40:33.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.12,0.09,0.16,26,reviewed,hv,hv
df_EQ Data.csv,571,6790.0,19.411333300000003,-155.2605,0.06,3.09,ml,45.0,45,0.0009527999999999998,0.13,hv,hv70394106,2018-10-02T16:40:33.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.16,0.13,0.156,36,reviewed,hv,hv
df_EQ Data.csv,572,6790.0,19.397000000000002,-155.27366669999998,0.18,3.59,ml,26.0,40,0.0016239999999999998,0.11,hv,hv70393806,2018-10-02T16:40:33.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.1,0.11,0.171,14,reviewed,hv,hv
df_EQ Data.csv,573,6790.0,19.416,-155.27466669999998,1.02,3.76,ml,26.0,37,0.009053,0.12,hv,hv70393801,2018-10-02T16:40:33.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.13,0.218,26,reviewed,hv,hv
df_EQ Data.csv,574,6790.0,19.4141667,-155.26483330000002,0.23,3.39,ml,25.0,80,0.005115,0.09,hv,hv70393796,2018-10-02T16:40:33.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.11,0.1,0.242,19,reviewed,hv,hv
df_EQ Data.csv,575,6790.0,19.4835,-155.4351667,4.2,1.18,md,23.0,81,0.04735,0.13,hv,hv70393476,2018-10-02T16:40:32.040Z,"21 km WNW of Volcano, Hawaii",earthquake,0.33,0.9,0.207,11,reviewed,hv,hv
df_EQ Data.csv,576,6790.0,19.4135,-155.2636667,0.2,3.19,ml,26.0,82,0.003843,0.12,hv,hv70393206,2018-10-02T16:40:32.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.12,0.213,23,reviewed,hv,hv
df_EQ Data.csv,577,6790.0,19.398166699999997,-155.269,0.18,3.54,ml,24.0,58,0.002803,0.1,hv,hv70393016,2018-10-02T16:40:32.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.12,0.08199999999999999,5,reviewed,hv,hv
df_EQ Data.csv,578,6790.0,19.413166699999998,-155.2625,0.38,3.08,ml,36.0,77,0.002699,0.09,hv,hv70392451,2019-02-14T03:11:47.800Z,"4 km SW of Volcano, Hawaii",earthquake,0.14,0.1,0.179,42,reviewed,hv,hv
df_EQ Data.csv,579,6790.0,19.4168333,-155.27333330000002,0.09,3.43,ml,46.0,32,0.008846,0.14,hv,hv70391911,2019-05-01T02:41:36.490Z,"5 km SW of Volcano, Hawaii",earthquake,0.1,0.1,0.271,19,reviewed,hv,hv
df_EQ Data.csv,580,6790.0,19.4136667,-155.265,0.4,3.23,ml,24.0,80,0.005084,0.07,hv,hv70391906,2018-10-02T16:40:32.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.1,0.09,0.138,22,reviewed,hv,hv
df_EQ Data.csv,581,6790.0,19.326666699999997,-155.1405,1.49,1.51,md,26.0,115,0.042,0.16,hv,hv70391376,2018-10-02T16:40:31.040Z,"15 km S of Fern Forest, Hawaii",earthquake,0.32,0.53,0.065,5,reviewed,hv,hv
df_EQ Data.csv,582,6789.0,19.4151667,-155.2765,0.79,3.51,ml,35.0,41,0.007587999999999999,0.09,hv,hv70388571,2018-10-02T16:40:31.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.17,0.11,0.161,45,reviewed,hv,hv
df_EQ Data.csv,583,6789.0,19.4138333,-155.2596667,-0.07,3.33,ml,24.0,92,0.001748,0.11,hv,hv70388006,2018-10-02T16:40:31.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.11,0.177,41,reviewed,hv,hv
df_EQ Data.csv,584,6789.0,19.4145,-155.26983330000002,0.12,2.57,md,8.0,128,0.011940000000000001,0.03,hv,hv70388001,2018-10-02T16:40:31.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.32,0.46,0.379,3,reviewed,hv,hv
df_EQ Data.csv,585,6789.0,19.401166699999997,-155.26766669999998,0.39,3.64,ml,24.0,62,0.003293,0.06,hv,hv70387761,2018-10-02T16:40:31.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.16,0.235,15,reviewed,hv,hv
df_EQ Data.csv,586,6789.0,19.4093333,-155.2635,0.4,3.92,ml,23.0,49,0.004381,0.05,hv,hv70387306,2018-10-02T16:40:30.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.12,0.11,0.228,10,reviewed,hv,hv
df_EQ Data.csv,587,6789.0,19.9793333,-155.5168333,36.98,2.2,ml,16.0,148,0.1427,0.09,hv,hv70386856,2018-07-09T20:06:36.200Z,"12 km SSW of Honoka‘a, Hawaii",earthquake,0.69,1.13,0.021,4,reviewed,hv,hv
df_EQ Data.csv,588,6788.0,19.41,-155.2631667,0.26,3.64,md,22.0,47,0.003735,0.08,hv,hv70382561,2022-08-08T05:46:25.204Z,"4 km SW of Volcano, Hawaii",earthquake,0.17,0.15,0.048,6,reviewed,hv,hv
df_EQ Data.csv,589,6788.0,19.398,-155.26866669999998,0.32,3.0,ml,44.0,49,0.002499,0.12,hv,hv70382531,2019-04-18T01:08:34.600Z,"6 km SW of Volcano, Hawaii",earthquake,0.11,0.1,0.16,40,reviewed,hv,hv
df_EQ Data.csv,590,6788.0,19.4165,-155.2775,0.73,3.59,ml,27.0,46,0.006333,0.08,hv,hv70382261,2019-02-14T00:23:02.594Z,"5 km WSW of Volcano, Hawaii",earthquake,0.13,0.13,0.213,18,reviewed,hv,hv
df_EQ Data.csv,591,6788.0,19.4155,-155.26233330000002,0.36,3.16,ml,34.0,55,0.004111,0.1,hv,hv70381991,2018-09-27T14:03:44.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.12,0.185,42,reviewed,hv,hv
df_EQ Data.csv,592,6788.0,19.4163333,-155.2606667,0.54,2.92,ml,26.0,88,0.004289,0.1,hv,hv70381986,2018-09-27T14:03:44.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.16,0.16,0.154,11,reviewed,hv,hv
df_EQ Data.csv,593,6788.0,19.4075,-155.287,1.2,2.56,ml,28.0,31,0.01047,0.08,hv,hv70381981,2018-09-27T14:03:44.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.14,0.055,10,reviewed,hv,hv
df_EQ Data.csv,594,6788.0,19.399,-155.2775,0.4,3.57,ml,31.0,40,0.005129,0.1,hv,hv70381976,2019-02-15T00:31:15.877Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.14,0.24100000000000002,17,reviewed,hv,hv
df_EQ Data.csv,595,6788.0,19.3998333,-155.2655,0.15,3.02,ml,43.0,45,0.001661,0.11,hv,hv70381971,2019-02-15T00:49:04.110Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.11,0.16399999999999998,43,reviewed,hv,hv
df_EQ Data.csv,596,6788.0,19.416,-155.27466669999998,0.68,3.81,ml,33.0,31,0.009053,0.08,hv,hv70381746,2018-09-27T14:03:44.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.1,0.21,11,reviewed,hv,hv
df_EQ Data.csv,597,6788.0,19.4121667,-155.2635,0.17,3.15,ml,36.0,36,0.0034200000000000003,0.11,hv,hv70381521,2019-02-15T01:46:15.480Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.09,0.174,31,reviewed,hv,hv
