,,Date,SITE_LATITUDE,SITE_LONGITUDE,Daily Max 1-hour SO2 Concentration
df_ad_viz_plotval_data (2018).csv,611,3201820.0,19.71756222,-155.1105295,3.8
df_ad_viz_plotval_data (2018).csv,612,3201821.0,19.71756222,-155.1105295,3.1
df_ad_viz_plotval_data (2018).csv,613,3201822.0,19.71756222,-155.1105295,3.3
df_ad_viz_plotval_data (2018).csv,614,3201823.0,19.71756222,-155.1105295,4.2
df_ad_viz_plotval_data (2018).csv,615,3201824.0,19.71756222,-155.1105295,16.7
df_ad_viz_plotval_data (2018).csv,616,3201825.0,19.71756222,-155.1105295,12.8
df_ad_viz_plotval_data (2018).csv,617,3201828.0,19.71756222,-155.1105295,6.9
df_ad_viz_plotval_data (2018).csv,618,3201829.0,19.71756222,-155.1105295,7.8
df_ad_viz_plotval_data (2018).csv,619,3201830.0,19.71756222,-155.1105295,10.4
df_ad_viz_plotval_data (2018).csv,620,3201831.0,19.71756222,-155.1105295,24.7
df_ad_viz_plotval_data (2018).csv,621,420181.0,19.71756222,-155.1105295,95.1
df_ad_viz_plotval_data (2018).csv,622,420182.0,19.71756222,-155.1105295,50.1
df_ad_viz_plotval_data (2018).csv,623,420183.0,19.71756222,-155.1105295,12.0
df_ad_viz_plotval_data (2018).csv,624,420184.0,19.71756222,-155.1105295,9.3
df_ad_viz_plotval_data (2018).csv,625,420185.0,19.71756222,-155.1105295,13.6
df_ad_viz_plotval_data (2018).csv,626,420186.0,19.71756222,-155.1105295,7.8
df_ad_viz_plotval_data (2018).csv,627,420187.0,19.71756222,-155.1105295,12.1
df_ad_viz_plotval_data (2018).csv,628,420188.0,19.71756222,-155.1105295,11.8
df_ad_viz_plotval_data (2018).csv,629,420189.0,19.71756222,-155.1105295,4.2
df_ad_viz_plotval_data (2018).csv,630,4201810.0,19.71756222,-155.1105295,4.1
df_ad_viz_plotval_data (2018).csv,631,4201811.0,19.71756222,-155.1105295,5.0
df_ad_viz_plotval_data (2018).csv,632,4201812.0,19.71756222,-155.1105295,10.4
df_ad_viz_plotval_data (2018).csv,633,4201813.0,19.71756222,-155.1105295,4.8
df_ad_viz_plotval_data (2018).csv,634,4201814.0,19.71756222,-155.1105295,3.8
df_ad_viz_plotval_data (2018).csv,635,4201815.0,19.71756222,-155.1105295,4.5
df_ad_viz_plotval_data (2018).csv,636,4201816.0,19.71756222,-155.1105295,4.5
df_ad_viz_plotval_data (2018).csv,637,4201817.0,19.71756222,-155.1105295,4.8
df_ad_viz_plotval_data (2018).csv,638,4201818.0,19.71756222,-155.1105295,5.8
df_ad_viz_plotval_data (2018).csv,639,4201819.0,19.71756222,-155.1105295,7.3
df_ad_viz_plotval_data (2018).csv,640,4201820.0,19.71756222,-155.1105295,3.7
df_ad_viz_plotval_data (2018).csv,641,4201821.0,19.71756222,-155.1105295,5.0
df_ad_viz_plotval_data (2018).csv,642,4201822.0,19.71756222,-155.1105295,3.8
df_ad_viz_plotval_data (2018).csv,643,4201823.0,19.71756222,-155.1105295,3.9
df_ad_viz_plotval_data (2018).csv,644,4201824.0,19.71756222,-155.1105295,4.9
df_ad_viz_plotval_data (2018).csv,645,4201826.0,19.71756222,-155.1105295,1.2
df_ad_viz_plotval_data (2018).csv,646,4201827.0,19.71756222,-155.1105295,3.2
df_ad_viz_plotval_data (2018).csv,647,4201828.0,19.71756222,-155.1105295,7.4
df_ad_viz_plotval_data (2018).csv,648,4201829.0,19.71756222,-155.1105295,1.8
df_ad_viz_plotval_data (2018).csv,649,4201830.0,19.71756222,-155.1105295,2.0
df_ad_viz_plotval_data (2018).csv,650,520181.0,19.71756222,-155.1105295,2.6
df_ad_viz_plotval_data (2018).csv,651,520182.0,19.71756222,-155.1105295,1.7
df_ad_viz_plotval_data (2018).csv,652,520183.0,19.71756222,-155.1105295,2.0
df_ad_viz_plotval_data (2018).csv,653,520184.0,19.71756222,-155.1105295,4.4
df_ad_viz_plotval_data (2018).csv,654,520185.0,19.71756222,-155.1105295,26.4
df_ad_viz_plotval_data (2018).csv,655,520186.0,19.71756222,-155.1105295,1.7
df_ad_viz_plotval_data (2018).csv,656,520187.0,19.71756222,-155.1105295,1.2
df_ad_viz_plotval_data (2018).csv,657,520188.0,19.71756222,-155.1105295,4.4
df_ad_viz_plotval_data (2018).csv,658,520189.0,19.71756222,-155.1105295,2.0
df_ad_viz_plotval_data (2018).csv,659,5201810.0,19.71756222,-155.1105295,5.0
df_ad_viz_plotval_data (2018).csv,660,5201811.0,19.71756222,-155.1105295,2.2
df_ad_viz_plotval_data (2018).csv,661,5201812.0,19.71756222,-155.1105295,1.3
df_ad_viz_plotval_data (2018).csv,662,5201813.0,19.71756222,-155.1105295,1.6
df_ad_viz_plotval_data (2018).csv,663,5201814.0,19.71756222,-155.1105295,1.6
df_ad_viz_plotval_data (2018).csv,664,5201815.0,19.71756222,-155.1105295,2.4
df_ad_viz_plotval_data (2018).csv,665,5201816.0,19.71756222,-155.1105295,37.7
df_ad_viz_plotval_data (2018).csv,666,5201817.0,19.71756222,-155.1105295,191.3
df_ad_viz_plotval_data (2018).csv,667,5201818.0,19.71756222,-155.1105295,5.4
df_ad_viz_plotval_data (2018).csv,668,5201819.0,19.71756222,-155.1105295,1.5
df_ad_viz_plotval_data (2018).csv,669,5201820.0,19.71756222,-155.1105295,1.6
df_ad_viz_plotval_data (2018).csv,670,5201821.0,19.71756222,-155.1105295,1.7
df_ad_viz_plotval_data (2018).csv,671,5201822.0,19.71756222,-155.1105295,2.3
df_ad_viz_plotval_data (2018).csv,672,5201823.0,19.71756222,-155.1105295,1.5
df_ad_viz_plotval_data (2018).csv,673,5201824.0,19.71756222,-155.1105295,6.7
df_ad_viz_plotval_data (2018).csv,674,5201825.0,19.71756222,-155.1105295,2.4
df_ad_viz_plotval_data (2018).csv,675,5201826.0,19.71756222,-155.1105295,1.9
df_ad_viz_plotval_data (2018).csv,676,5201827.0,19.71756222,-155.1105295,2.6
df_ad_viz_plotval_data (2018).csv,677,5201828.0,19.71756222,-155.1105295,342.7
df_ad_viz_plotval_data (2018).csv,678,5201829.0,19.71756222,-155.1105295,289.7
df_ad_viz_plotval_data (2018).csv,679,5201830.0,19.71756222,-155.1105295,1.5
df_ad_viz_plotval_data (2018).csv,680,5201831.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,681,620181.0,19.71756222,-155.1105295,4.3
df_ad_viz_plotval_data (2018).csv,682,620182.0,19.71756222,-155.1105295,2.2
df_ad_viz_plotval_data (2018).csv,683,620183.0,19.71756222,-155.1105295,1.1
df_ad_viz_plotval_data (2018).csv,684,620184.0,19.71756222,-155.1105295,0.5
df_ad_viz_plotval_data (2018).csv,685,620185.0,19.71756222,-155.1105295,1.5
df_ad_viz_plotval_data (2018).csv,686,620186.0,19.71756222,-155.1105295,0.3
df_ad_viz_plotval_data (2018).csv,687,620187.0,19.71756222,-155.1105295,0.6
df_ad_viz_plotval_data (2018).csv,688,620188.0,19.71756222,-155.1105295,11.7
df_ad_viz_plotval_data (2018).csv,689,620189.0,19.71756222,-155.1105295,0.3
df_ad_viz_plotval_data (2018).csv,690,6201810.0,19.71756222,-155.1105295,0.3
df_ad_viz_plotval_data (2018).csv,691,6201811.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,692,6201812.0,19.71756222,-155.1105295,1.7
df_ad_viz_plotval_data (2018).csv,693,6201813.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,694,6201814.0,19.71756222,-155.1105295,1.6
df_ad_viz_plotval_data (2018).csv,695,6201815.0,19.71756222,-155.1105295,111.8
df_ad_viz_plotval_data (2018).csv,696,6201816.0,19.71756222,-155.1105295,15.5
df_ad_viz_plotval_data (2018).csv,697,6201817.0,19.71756222,-155.1105295,0.6
df_ad_viz_plotval_data (2018).csv,698,6201818.0,19.71756222,-155.1105295,0.6
df_ad_viz_plotval_data (2018).csv,699,6201819.0,19.71756222,-155.1105295,28.1
df_ad_viz_plotval_data (2018).csv,700,6201820.0,19.71756222,-155.1105295,99.4
df_ad_viz_plotval_data (2018).csv,701,6201821.0,19.71756222,-155.1105295,231.6
df_ad_viz_plotval_data (2018).csv,702,6201822.0,19.71756222,-155.1105295,0.4
df_ad_viz_plotval_data (2018).csv,703,6201823.0,19.71756222,-155.1105295,0.3
df_ad_viz_plotval_data (2018).csv,704,6201824.0,19.71756222,-155.1105295,0.3
df_ad_viz_plotval_data (2018).csv,705,6201825.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,706,6201826.0,19.71756222,-155.1105295,1.4
df_ad_viz_plotval_data (2018).csv,707,6201827.0,19.71756222,-155.1105295,1.3
df_ad_viz_plotval_data (2018).csv,708,6201828.0,19.71756222,-155.1105295,8.6
df_ad_viz_plotval_data (2018).csv,709,6201829.0,19.71756222,-155.1105295,0.2
df_ad_viz_plotval_data (2018).csv,710,6201830.0,19.71756222,-155.1105295,0.2
df_ad_viz_plotval_data (2018).csv,711,720181.0,19.71756222,-155.1105295,10.4
df_ad_viz_plotval_data (2018).csv,712,720182.0,19.71756222,-155.1105295,168.5
df_ad_viz_plotval_data (2018).csv,713,720183.0,19.71756222,-155.1105295,1.3
df_ad_viz_plotval_data (2018).csv,714,720184.0,19.71756222,-155.1105295,0.6
df_ad_viz_plotval_data (2018).csv,715,720185.0,19.71756222,-155.1105295,0.2
df_ad_viz_plotval_data (2018).csv,716,720186.0,19.71756222,-155.1105295,1.3
df_ad_viz_plotval_data (2018).csv,717,720187.0,19.71756222,-155.1105295,0.1
df_ad_viz_plotval_data (2018).csv,718,720188.0,19.71756222,-155.1105295,0.0
df_ad_viz_plotval_data (2018).csv,719,720189.0,19.71756222,-155.1105295,8.7
df_ad_viz_plotval_data (2018).csv,720,7201810.0,19.71756222,-155.1105295,2.7
df_ad_viz_plotval_data (2018).csv,721,7201811.0,19.71756222,-155.1105295,0.0
df_ad_viz_plotval_data (2018).csv,722,7201812.0,19.71756222,-155.1105295,0.2
df_ad_viz_plotval_data (2018).csv,723,7201813.0,19.71756222,-155.1105295,0.1
df_ad_viz_plotval_data (2018).csv,724,7201814.0,19.71756222,-155.1105295,0.5
df_ad_viz_plotval_data (2018).csv,725,7201815.0,19.71756222,-155.1105295,1.2
df_ad_viz_plotval_data (2018).csv,726,7201816.0,19.71756222,-155.1105295,3.5
df_ad_viz_plotval_data (2018).csv,727,7201817.0,19.71756222,-155.1105295,1.1
df_ad_viz_plotval_data (2018).csv,728,7201818.0,19.71756222,-155.1105295,0.9
df_ad_viz_plotval_data (2018).csv,729,7201819.0,19.71756222,-155.1105295,1.7
df_ad_viz_plotval_data (2018).csv,730,7201820.0,19.71756222,-155.1105295,1.1
df_ad_viz_plotval_data (2018).csv,731,7201821.0,19.71756222,-155.1105295,0.1
df_ad_viz_plotval_data (2018).csv,732,7201822.0,19.71756222,-155.1105295,2.4
df_ad_viz_plotval_data (2018).csv,733,7201823.0,19.71756222,-155.1105295,8.0
df_ad_viz_plotval_data (2018).csv,734,7201824.0,19.71756222,-155.1105295,1.1
df_ad_viz_plotval_data (2018).csv,735,7201825.0,19.71756222,-155.1105295,0.2
df_ad_viz_plotval_data (2018).csv,736,7201826.0,19.71756222,-155.1105295,5.5
df_ad_viz_plotval_data (2018).csv,737,7201827.0,19.71756222,-155.1105295,110.6
df_ad_viz_plotval_data (2018).csv,738,7201828.0,19.71756222,-155.1105295,0.2
df_ad_viz_plotval_data (2018).csv,739,7201829.0,19.71756222,-155.1105295,0.9
df_ad_viz_plotval_data (2018).csv,740,7201830.0,19.71756222,-155.1105295,1.2
df_ad_viz_plotval_data (2018).csv,741,7201831.0,19.71756222,-155.1105295,2.6
df_ad_viz_plotval_data (2018).csv,742,820181.0,19.71756222,-155.1105295,0.3
df_ad_viz_plotval_data (2018).csv,743,820182.0,19.71756222,-155.1105295,0.4
df_ad_viz_plotval_data (2018).csv,744,820183.0,19.71756222,-155.1105295,0.6
df_ad_viz_plotval_data (2018).csv,745,820184.0,19.71756222,-155.1105295,0.2
df_ad_viz_plotval_data (2018).csv,746,820185.0,19.71756222,-155.1105295,0.2
df_ad_viz_plotval_data (2018).csv,747,820186.0,19.71756222,-155.1105295,0.3
df_ad_viz_plotval_data (2018).csv,748,820187.0,19.71756222,-155.1105295,1.2
df_ad_viz_plotval_data (2018).csv,749,820188.0,19.71756222,-155.1105295,1.0
df_ad_viz_plotval_data (2018).csv,750,820189.0,19.71756222,-155.1105295,13.1
df_ad_viz_plotval_data (2018).csv,751,8201810.0,19.71756222,-155.1105295,0.4
df_ad_viz_plotval_data (2018).csv,752,8201811.0,19.71756222,-155.1105295,0.2
df_ad_viz_plotval_data (2018).csv,753,8201812.0,19.71756222,-155.1105295,0.4
df_ad_viz_plotval_data (2018).csv,754,8201813.0,19.71756222,-155.1105295,0.4
df_ad_viz_plotval_data (2018).csv,755,8201814.0,19.71756222,-155.1105295,1.1
df_ad_viz_plotval_data (2018).csv,756,8201815.0,19.71756222,-155.1105295,0.2
df_ad_viz_plotval_data (2018).csv,757,8201816.0,19.71756222,-155.1105295,0.5
df_ad_viz_plotval_data (2018).csv,758,8201817.0,19.71756222,-155.1105295,0.9
df_ad_viz_plotval_data (2018).csv,759,8201818.0,19.71756222,-155.1105295,0.1
df_ad_viz_plotval_data (2018).csv,760,8201819.0,19.71756222,-155.1105295,1.2
df_ad_viz_plotval_data (2018).csv,761,8201820.0,19.71756222,-155.1105295,0.5
df_ad_viz_plotval_data (2018).csv,762,8201821.0,19.71756222,-155.1105295,1.3
df_ad_viz_plotval_data (2018).csv,763,8201822.0,19.71756222,-155.1105295,0.3
df_ad_viz_plotval_data (2018).csv,764,8201823.0,19.71756222,-155.1105295,6.5
df_ad_viz_plotval_data (2018).csv,765,8201824.0,19.71756222,-155.1105295,0.4
df_ad_viz_plotval_data (2018).csv,766,8201825.0,19.71756222,-155.1105295,0.3
df_ad_viz_plotval_data (2018).csv,767,8201826.0,19.71756222,-155.1105295,0.3
df_ad_viz_plotval_data (2018).csv,768,8201827.0,19.71756222,-155.1105295,7.0
df_ad_viz_plotval_data (2018).csv,769,8201828.0,19.71756222,-155.1105295,12.6
df_ad_viz_plotval_data (2018).csv,770,8201829.0,19.71756222,-155.1105295,0.5
df_ad_viz_plotval_data (2018).csv,771,8201830.0,19.71756222,-155.1105295,0.8
df_ad_viz_plotval_data (2018).csv,772,8201831.0,19.71756222,-155.1105295,1.0
df_ad_viz_plotval_data (2018).csv,773,920181.0,19.71756222,-155.1105295,1.1
df_ad_viz_plotval_data (2018).csv,774,920182.0,19.71756222,-155.1105295,1.2
df_ad_viz_plotval_data (2018).csv,775,920183.0,19.71756222,-155.1105295,2.2
df_ad_viz_plotval_data (2018).csv,776,920184.0,19.71756222,-155.1105295,17.4
df_ad_viz_plotval_data (2018).csv,777,920185.0,19.71756222,-155.1105295,1.4
df_ad_viz_plotval_data (2018).csv,778,920188.0,19.71756222,-155.1105295,1.3
df_ad_viz_plotval_data (2018).csv,779,920189.0,19.71756222,-155.1105295,1.7
df_ad_viz_plotval_data (2018).csv,780,9201810.0,19.71756222,-155.1105295,1.9
df_ad_viz_plotval_data (2018).csv,781,9201811.0,19.71756222,-155.1105295,1.5
df_ad_viz_plotval_data (2018).csv,782,9201812.0,19.71756222,-155.1105295,7.5
df_ad_viz_plotval_data (2018).csv,783,9201813.0,19.71756222,-155.1105295,2.0
df_ad_viz_plotval_data (2018).csv,784,9201814.0,19.71756222,-155.1105295,1.4
df_ad_viz_plotval_data (2018).csv,785,9201815.0,19.71756222,-155.1105295,1.2
df_ad_viz_plotval_data (2018).csv,786,9201816.0,19.71756222,-155.1105295,1.4
df_ad_viz_plotval_data (2018).csv,787,9201818.0,19.71756222,-155.1105295,1.8
df_ad_viz_plotval_data (2018).csv,788,9201826.0,19.71756222,-155.1105295,2.9
df_ad_viz_plotval_data (2018).csv,789,9201827.0,19.71756222,-155.1105295,2.9
df_ad_viz_plotval_data (2018).csv,790,9201828.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,791,9201829.0,19.71756222,-155.1105295,1.9
df_ad_viz_plotval_data (2018).csv,792,9201830.0,19.71756222,-155.1105295,0.5
df_ad_viz_plotval_data (2018).csv,793,1020181.0,19.71756222,-155.1105295,2.6
df_ad_viz_plotval_data (2018).csv,794,1020182.0,19.71756222,-155.1105295,2.9
df_ad_viz_plotval_data (2018).csv,795,1020183.0,19.71756222,-155.1105295,1.5
df_ad_viz_plotval_data (2018).csv,796,1020184.0,19.71756222,-155.1105295,1.1
df_ad_viz_plotval_data (2018).csv,797,1020185.0,19.71756222,-155.1105295,4.4
df_ad_viz_plotval_data (2018).csv,798,1020186.0,19.71756222,-155.1105295,5.7
df_ad_viz_plotval_data (2018).csv,799,1020187.0,19.71756222,-155.1105295,0.6
df_ad_viz_plotval_data (2018).csv,800,1020188.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,801,1020189.0,19.71756222,-155.1105295,1.9
df_ad_viz_plotval_data (2018).csv,802,10201810.0,19.71756222,-155.1105295,1.4
df_ad_viz_plotval_data (2018).csv,803,10201811.0,19.71756222,-155.1105295,2.5
df_ad_viz_plotval_data (2018).csv,804,10201812.0,19.71756222,-155.1105295,1.7
df_ad_viz_plotval_data (2018).csv,805,10201813.0,19.71756222,-155.1105295,2.2
df_ad_viz_plotval_data (2018).csv,806,10201814.0,19.71756222,-155.1105295,1.1
df_ad_viz_plotval_data (2018).csv,807,10201815.0,19.71756222,-155.1105295,1.0
df_ad_viz_plotval_data (2018).csv,808,10201816.0,19.71756222,-155.1105295,1.8
df_ad_viz_plotval_data (2018).csv,809,10201817.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,810,10201818.0,19.71756222,-155.1105295,0.5
df_ad_viz_plotval_data (2018).csv,811,10201819.0,19.71756222,-155.1105295,2.7
df_ad_viz_plotval_data (2018).csv,812,10201820.0,19.71756222,-155.1105295,0.5
df_ad_viz_plotval_data (2018).csv,813,10201821.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,814,10201822.0,19.71756222,-155.1105295,0.6
df_ad_viz_plotval_data (2018).csv,815,10201823.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,816,10201824.0,19.71756222,-155.1105295,1.6
df_ad_viz_plotval_data (2018).csv,817,10201825.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,818,10201827.0,19.71756222,-155.1105295,0.8
df_ad_viz_plotval_data (2018).csv,819,10201828.0,19.71756222,-155.1105295,1.0
df_ad_viz_plotval_data (2018).csv,820,10201829.0,19.71756222,-155.1105295,2.0
df_ad_viz_plotval_data (2018).csv,821,10201830.0,19.71756222,-155.1105295,3.7
df_ad_viz_plotval_data (2018).csv,822,10201831.0,19.71756222,-155.1105295,3.1
df_ad_viz_plotval_data (2018).csv,823,1120181.0,19.71756222,-155.1105295,1.7
df_ad_viz_plotval_data (2018).csv,824,1120182.0,19.71756222,-155.1105295,1.9
df_ad_viz_plotval_data (2018).csv,825,1120183.0,19.71756222,-155.1105295,1.3
df_ad_viz_plotval_data (2018).csv,826,1120184.0,19.71756222,-155.1105295,1.2
df_ad_viz_plotval_data (2018).csv,827,1120185.0,19.71756222,-155.1105295,1.2
df_ad_viz_plotval_data (2018).csv,828,1120186.0,19.71756222,-155.1105295,0.9
df_ad_viz_plotval_data (2018).csv,829,1120189.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,830,11201810.0,19.71756222,-155.1105295,0.6
df_ad_viz_plotval_data (2018).csv,831,11201811.0,19.71756222,-155.1105295,0.6
df_ad_viz_plotval_data (2018).csv,832,11201812.0,19.71756222,-155.1105295,1.2
df_ad_viz_plotval_data (2018).csv,833,11201813.0,19.71756222,-155.1105295,2.5
df_ad_viz_plotval_data (2018).csv,834,11201814.0,19.71756222,-155.1105295,2.9
df_ad_viz_plotval_data (2018).csv,835,11201815.0,19.71756222,-155.1105295,1.3
df_ad_viz_plotval_data (2018).csv,836,11201816.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,837,11201817.0,19.71756222,-155.1105295,0.6
df_ad_viz_plotval_data (2018).csv,838,11201818.0,19.71756222,-155.1105295,0.8
df_ad_viz_plotval_data (2018).csv,839,11201819.0,19.71756222,-155.1105295,1.1
df_ad_viz_plotval_data (2018).csv,840,11201820.0,19.71756222,-155.1105295,2.6
df_ad_viz_plotval_data (2018).csv,841,11201821.0,19.71756222,-155.1105295,1.6
df_ad_viz_plotval_data (2018).csv,842,11201822.0,19.71756222,-155.1105295,3.4
df_ad_viz_plotval_data (2018).csv,843,11201823.0,19.71756222,-155.1105295,2.8
df_ad_viz_plotval_data (2018).csv,844,11201824.0,19.71756222,-155.1105295,2.6
df_ad_viz_plotval_data (2018).csv,845,11201825.0,19.71756222,-155.1105295,1.7
df_ad_viz_plotval_data (2018).csv,846,11201826.0,19.71756222,-155.1105295,2.8
df_ad_viz_plotval_data (2018).csv,847,11201827.0,19.71756222,-155.1105295,2.9
df_ad_viz_plotval_data (2018).csv,848,11201828.0,19.71756222,-155.1105295,5.9
df_ad_viz_plotval_data (2018).csv,849,11201829.0,19.71756222,-155.1105295,2.2
df_ad_viz_plotval_data (2018).csv,850,11201830.0,19.71756222,-155.1105295,1.5
df_ad_viz_plotval_data (2018).csv,851,1220181.0,19.71756222,-155.1105295,0.8
df_ad_viz_plotval_data (2018).csv,852,1220182.0,19.71756222,-155.1105295,0.7
df_ad_viz_plotval_data (2018).csv,853,1220183.0,19.71756222,-155.1105295,1.2
df_ad_viz_plotval_data (2018).csv,854,1220184.0,19.71756222,-155.1105295,2.9
df_ad_viz_plotval_data (2018).csv,855,1220185.0,19.71756222,-155.1105295,3.3
df_ad_viz_plotval_data (2018).csv,856,1220186.0,19.71756222,-155.1105295,1.5
df_ad_viz_plotval_data (2018).csv,857,1220187.0,19.71756222,-155.1105295,0.9
df_ad_viz_plotval_data (2018).csv,858,1220188.0,19.71756222,-155.1105295,0.9
df_ad_viz_plotval_data (2018).csv,859,1220189.0,19.71756222,-155.1105295,0.9
df_ad_viz_plotval_data (2018).csv,860,12201810.0,19.71756222,-155.1105295,1.4
df_ad_viz_plotval_data (2018).csv,861,12201811.0,19.71756222,-155.1105295,2.7
df_ad_viz_plotval_data (2018).csv,862,12201812.0,19.71756222,-155.1105295,1.0
df_ad_viz_plotval_data (2018).csv,863,12201813.0,19.71756222,-155.1105295,1.6
df_ad_viz_plotval_data (2018).csv,864,12201814.0,19.71756222,-155.1105295,1.0
df_ad_viz_plotval_data (2018).csv,865,12201815.0,19.71756222,-155.1105295,1.0
df_ad_viz_plotval_data (2018).csv,866,12201816.0,19.71756222,-155.1105295,3.1
df_ad_viz_plotval_data (2018).csv,867,12201817.0,19.71756222,-155.1105295,5.4
df_ad_viz_plotval_data (2018).csv,868,12201818.0,19.71756222,-155.1105295,2.5
df_ad_viz_plotval_data (2018).csv,869,12201819.0,19.71756222,-155.1105295,1.9
df_ad_viz_plotval_data (2018).csv,870,12201820.0,19.71756222,-155.1105295,1.6
df_ad_viz_plotval_data (2018).csv,871,12201821.0,19.71756222,-155.1105295,1.7
df_ad_viz_plotval_data (2018).csv,872,12201822.0,19.71756222,-155.1105295,6.6
df_ad_viz_plotval_data (2018).csv,873,12201823.0,19.71756222,-155.1105295,2.5
df_ad_viz_plotval_data (2018).csv,874,12201824.0,19.71756222,-155.1105295,2.3
df_ad_viz_plotval_data (2018).csv,875,12201825.0,19.71756222,-155.1105295,2.9
df_ad_viz_plotval_data (2018).csv,876,12201826.0,19.71756222,-155.1105295,5.5
df_ad_viz_plotval_data (2018).csv,877,12201827.0,19.71756222,-155.1105295,1.9
df_ad_viz_plotval_data (2018).csv,878,12201828.0,19.71756222,-155.1105295,1.5
df_ad_viz_plotval_data (2018).csv,879,12201829.0,19.71756222,-155.1105295,2.6
df_ad_viz_plotval_data (2018).csv,880,12201830.0,19.71756222,-155.1105295,4.7
df_ad_viz_plotval_data (2018).csv,881,12201831.0,19.71756222,-155.1105295,1.6
df_ad_viz_plotval_data (2018).csv,882,120181.0,19.50977778,-155.9134167,4.2
df_ad_viz_plotval_data (2018).csv,883,120182.0,19.50977778,-155.9134167,3.6
df_ad_viz_plotval_data (2018).csv,884,120183.0,19.50977778,-155.9134167,5.1
df_ad_viz_plotval_data (2018).csv,885,120184.0,19.50977778,-155.9134167,9.2
df_ad_viz_plotval_data (2018).csv,886,120185.0,19.50977778,-155.9134167,7.0
df_ad_viz_plotval_data (2018).csv,887,120186.0,19.50977778,-155.9134167,12.7
df_ad_viz_plotval_data (2018).csv,888,120187.0,19.50977778,-155.9134167,4.8
df_ad_viz_plotval_data (2018).csv,889,120188.0,19.50977778,-155.9134167,5.8
df_ad_viz_plotval_data (2018).csv,890,120189.0,19.50977778,-155.9134167,3.4
df_ad_viz_plotval_data (2018).csv,891,1201810.0,19.50977778,-155.9134167,9.9
df_ad_viz_plotval_data (2018).csv,892,1201811.0,19.50977778,-155.9134167,10.9
df_ad_viz_plotval_data (2018).csv,893,1201812.0,19.50977778,-155.9134167,22.7
df_ad_viz_plotval_data (2018).csv,894,1201813.0,19.50977778,-155.9134167,2.2
df_ad_viz_plotval_data (2018).csv,895,1201814.0,19.50977778,-155.9134167,2.0
df_ad_viz_plotval_data (2018).csv,896,1201815.0,19.50977778,-155.9134167,4.7
df_ad_viz_plotval_data (2018).csv,897,1201816.0,19.50977778,-155.9134167,12.3
df_ad_viz_plotval_data (2018).csv,898,1201817.0,19.50977778,-155.9134167,22.2
df_ad_viz_plotval_data (2018).csv,899,1201818.0,19.50977778,-155.9134167,15.3
df_ad_viz_plotval_data (2018).csv,900,1201819.0,19.50977778,-155.9134167,9.6
df_ad_viz_plotval_data (2018).csv,901,1201820.0,19.50977778,-155.9134167,4.9
df_ad_viz_plotval_data (2018).csv,902,1201821.0,19.50977778,-155.9134167,9.7
df_ad_viz_plotval_data (2018).csv,903,1201822.0,19.50977778,-155.9134167,7.1
df_ad_viz_plotval_data (2018).csv,904,1201823.0,19.50977778,-155.9134167,9.7
df_ad_viz_plotval_data (2018).csv,905,1201824.0,19.50977778,-155.9134167,7.3
df_ad_viz_plotval_data (2018).csv,906,1201825.0,19.50977778,-155.9134167,7.4
df_ad_viz_plotval_data (2018).csv,907,1201826.0,19.50977778,-155.9134167,11.2
df_ad_viz_plotval_data (2018).csv,908,1201827.0,19.50977778,-155.9134167,3.3
df_ad_viz_plotval_data (2018).csv,909,1201828.0,19.50977778,-155.9134167,35.7
df_ad_viz_plotval_data (2018).csv,910,1201829.0,19.50977778,-155.9134167,13.7
df_ad_viz_plotval_data (2018).csv,911,1201830.0,19.50977778,-155.9134167,2.7
df_ad_viz_plotval_data (2018).csv,912,1201831.0,19.50977778,-155.9134167,1.7
df_ad_viz_plotval_data (2018).csv,913,220181.0,19.50977778,-155.9134167,1.8
df_ad_viz_plotval_data (2018).csv,914,220182.0,19.50977778,-155.9134167,4.0
df_ad_viz_plotval_data (2018).csv,915,220183.0,19.50977778,-155.9134167,16.6
df_ad_viz_plotval_data (2018).csv,916,220184.0,19.50977778,-155.9134167,22.8
df_ad_viz_plotval_data (2018).csv,917,220185.0,19.50977778,-155.9134167,55.0
df_ad_viz_plotval_data (2018).csv,918,220186.0,19.50977778,-155.9134167,4.2
df_ad_viz_plotval_data (2018).csv,919,220187.0,19.50977778,-155.9134167,1.6
df_ad_viz_plotval_data (2018).csv,920,220188.0,19.50977778,-155.9134167,1.7
df_ad_viz_plotval_data (2018).csv,921,220189.0,19.50977778,-155.9134167,1.9
