Date,SITE_LATITUDE,SITE_LONGITUDE,Daily Max 1-hour SO2 Concentration
734674.0,19.4308,-155.2578,0.0
734675.0,19.4308,-155.2578,0.0
734676.0,19.4308,-155.2578,0.0
734677.0,19.4308,-155.2578,0.0
734678.0,19.4308,-155.2578,0.0
734679.0,19.4308,-155.2578,0.0
734680.0,19.4308,-155.2578,0.0
734681.0,19.4308,-155.2578,0.0
734682.0,19.4308,-155.2578,0.0
734683.0,19.4308,-155.2578,0.0
734684.0,19.4308,-155.2578,0.0
734685.0,19.4308,-155.2578,0.0
734686.0,19.4308,-155.2578,0.0
734687.0,19.4308,-155.2578,0.0
734688.0,19.4308,-155.2578,0.0
734689.0,19.4308,-155.2578,0.0
734690.0,19.4308,-155.2578,0.0
734691.0,19.4308,-155.2578,0.0
734692.0,19.4308,-155.2578,0.0
734693.0,19.4308,-155.2578,0.0
734694.0,19.4308,-155.2578,0.0
734695.0,19.4308,-155.2578,0.0
734696.0,19.4308,-155.2578,0.0
734697.0,19.4308,-155.2578,0.0
734698.0,19.4308,-155.2578,0.0
734699.0,19.4308,-155.2578,0.0
734700.0,19.4308,-155.2578,0.0
734701.0,19.4308,-155.2578,0.0
734702.0,19.4308,-155.2578,0.0
734703.0,19.4308,-155.2578,0.0
734704.0,19.4308,-155.2578,0.0
734705.0,19.4308,-155.2578,1439.0
734706.0,19.4308,-155.2578,77.0
734707.0,19.4308,-155.2578,0.0
734708.0,19.4308,-155.2578,0.0
734709.0,19.4308,-155.2578,0.0
734710.0,19.4308,-155.2578,0.0
734711.0,19.4308,-155.2578,1.0
734712.0,19.4308,-155.2578,0.0
734713.0,19.4308,-155.2578,0.0
734714.0,19.4308,-155.2578,0.0
734715.0,19.4308,-155.2578,0.0
734716.0,19.4308,-155.2578,0.0
734717.0,19.4308,-155.2578,0.0
734718.0,19.4308,-155.2578,0.0
734719.0,19.4308,-155.2578,0.0
734720.0,19.4308,-155.2578,0.0
734721.0,19.4308,-155.2578,0.0
734722.0,19.4308,-155.2578,0.0
734723.0,19.4308,-155.2578,0.0
734724.0,19.4308,-155.2578,0.0
734725.0,19.4308,-155.2578,0.0
734726.0,19.4308,-155.2578,0.0
734727.0,19.4308,-155.2578,0.0
734728.0,19.4308,-155.2578,0.0
734729.0,19.4308,-155.2578,0.0
734730.0,19.4308,-155.2578,0.0
734731.0,19.4308,-155.2578,0.0
734732.0,19.4308,-155.2578,0.0
734733.0,19.4308,-155.2578,0.0
734734.0,19.4308,-155.2578,0.0
734735.0,19.4308,-155.2578,288.0
734736.0,19.4308,-155.2578,0.0
734737.0,19.4308,-155.2578,0.0
734738.0,19.4308,-155.2578,0.0
734739.0,19.4308,-155.2578,0.0
734740.0,19.4308,-155.2578,0.0
734741.0,19.4308,-155.2578,0.0
734742.0,19.4308,-155.2578,0.0
734743.0,19.4308,-155.2578,0.0
734744.0,19.4308,-155.2578,0.0
734745.0,19.4308,-155.2578,0.0
734746.0,19.4308,-155.2578,0.0
734747.0,19.4308,-155.2578,0.0
734748.0,19.4308,-155.2578,0.0
734749.0,19.4308,-155.2578,0.0
734750.0,19.4308,-155.2578,0.0
734751.0,19.4308,-155.2578,0.0
734752.0,19.4308,-155.2578,0.0
734753.0,19.4308,-155.2578,0.0
734754.0,19.4308,-155.2578,14.0
734755.0,19.4308,-155.2578,0.0
734756.0,19.4308,-155.2578,0.0
734757.0,19.4308,-155.2578,0.0
734758.0,19.4308,-155.2578,0.0
734759.0,19.4308,-155.2578,0.0
734760.0,19.4308,-155.2578,0.0
734761.0,19.4308,-155.2578,0.0
734762.0,19.4308,-155.2578,0.0
734763.0,19.4308,-155.2578,0.0
734764.0,19.4308,-155.2578,0.0
734765.0,19.4308,-155.2578,128.0
734766.0,19.4308,-155.2578,244.0
734767.0,19.4308,-155.2578,0.0
734768.0,19.4308,-155.2578,0.0
734769.0,19.4308,-155.2578,0.0
734770.0,19.4308,-155.2578,0.0
734771.0,19.4308,-155.2578,0.0
734772.0,19.4308,-155.2578,0.0
734773.0,19.4308,-155.2578,0.0
734774.0,19.4308,-155.2578,0.0
734775.0,19.4308,-155.2578,0.0
734776.0,19.4308,-155.2578,162.0
734777.0,19.4308,-155.2578,94.0
734778.0,19.4308,-155.2578,79.0
734779.0,19.4308,-155.2578,239.0
734780.0,19.4308,-155.2578,5.0
734781.0,19.4308,-155.2578,96.0
734782.0,19.4308,-155.2578,257.0
734783.0,19.4308,-155.2578,408.0
734784.0,19.4308,-155.2578,535.0
734785.0,19.4308,-155.2578,171.0
734786.0,19.4308,-155.2578,0.0
734787.0,19.4308,-155.2578,0.0
734788.0,19.4308,-155.2578,0.0
734789.0,19.4308,-155.2578,0.0
734790.0,19.4308,-155.2578,0.0
734791.0,19.4308,-155.2578,0.0
734792.0,19.4308,-155.2578,18.0
734793.0,19.4308,-155.2578,12.0
734794.0,19.4308,-155.2578,0.0
734795.0,19.4308,-155.2578,0.0
734796.0,19.4308,-155.2578,0.0
734797.0,19.4308,-155.2578,0.0
734798.0,19.4308,-155.2578,0.0
734799.0,19.4308,-155.2578,117.0
734800.0,19.4308,-155.2578,57.0
734801.0,19.4308,-155.2578,394.0
734802.0,19.4308,-155.2578,222.0
734803.0,19.4308,-155.2578,0.0
734804.0,19.4308,-155.2578,0.0
734805.0,19.4308,-155.2578,0.0
734806.0,19.4308,-155.2578,0.0
734807.0,19.4308,-155.2578,0.0
734808.0,19.4308,-155.2578,0.0
734809.0,19.4308,-155.2578,149.0
734810.0,19.4308,-155.2578,1233.0
734811.0,19.4308,-155.2578,399.0
734812.0,19.4308,-155.2578,12.0
734813.0,19.4308,-155.2578,0.0
734814.0,19.4308,-155.2578,0.0
734815.0,19.4308,-155.2578,0.0
734816.0,19.4308,-155.2578,0.0
734817.0,19.4308,-155.2578,0.0
734818.0,19.4308,-155.2578,0.0
734819.0,19.4308,-155.2578,0.0
734820.0,19.4308,-155.2578,0.0
734821.0,19.4308,-155.2578,0.0
734822.0,19.4308,-155.2578,0.0
734823.0,19.4308,-155.2578,0.0
734824.0,19.4308,-155.2578,0.0
734825.0,19.4308,-155.2578,0.0
734826.0,19.4308,-155.2578,0.0
734827.0,19.4308,-155.2578,0.0
734828.0,19.4308,-155.2578,144.0
734829.0,19.4308,-155.2578,141.0
734830.0,19.4308,-155.2578,98.0
734831.0,19.4308,-155.2578,0.0
734832.0,19.4308,-155.2578,0.0
734833.0,19.4308,-155.2578,0.0
734834.0,19.4308,-155.2578,0.0
734835.0,19.4308,-155.2578,107.0
734836.0,19.4308,-155.2578,648.0
734837.0,19.4308,-155.2578,299.0
734838.0,19.4308,-155.2578,822.0
734839.0,19.4308,-155.2578,63.0
734840.0,19.4308,-155.2578,150.0
734841.0,19.4308,-155.2578,599.0
734842.0,19.4308,-155.2578,102.0
734843.0,19.4308,-155.2578,0.0
734844.0,19.4308,-155.2578,470.0
734845.0,19.4308,-155.2578,194.0
734846.0,19.4308,-155.2578,0.0
734847.0,19.4308,-155.2578,0.0
734848.0,19.4308,-155.2578,0.0
734849.0,19.4308,-155.2578,0.0
734850.0,19.4308,-155.2578,0.0
734851.0,19.4308,-155.2578,0.0
734852.0,19.4308,-155.2578,0.0
734853.0,19.4308,-155.2578,0.0
734854.0,19.4308,-155.2578,0.0
734855.0,19.4308,-155.2578,0.0
734856.0,19.4308,-155.2578,0.0
734857.0,19.4308,-155.2578,0.0
734858.0,19.4308,-155.2578,0.0
734859.0,19.4308,-155.2578,0.0
734860.0,19.4308,-155.2578,447.0
734861.0,19.4308,-155.2578,386.0
734862.0,19.4308,-155.2578,7.0
734863.0,19.4308,-155.2578,0.0
734864.0,19.4308,-155.2578,3.0
734865.0,19.4308,-155.2578,41.0
734866.0,19.4308,-155.2578,3.0
734867.0,19.4308,-155.2578,230.0
734868.0,19.4308,-155.2578,49.0
734503.0,19.4205060005923,-155.287853,161.0
734504.0,19.4205060005923,-155.287853,912.0
734505.0,19.4205060005923,-155.287853,31.0
734506.0,19.4205060005923,-155.287853,0.0
734507.0,19.4205060005923,-155.287853,0.0
734508.0,19.4205060005923,-155.287853,0.0
734509.0,19.4205060005923,-155.287853,2176.0
734510.0,19.4205060005923,-155.287853,7.0
734511.0,19.4205060005923,-155.287853,0.0
734512.0,19.4205060005923,-155.287853,0.0
734513.0,19.4205060005923,-155.287853,6.0
734514.0,19.4205060005923,-155.287853,359.0
734515.0,19.4205060005923,-155.287853,260.0
734516.0,19.4205060005923,-155.287853,29.0
734517.0,19.4205060005923,-155.287853,1.0
734518.0,19.4205060005923,-155.287853,89.0
734519.0,19.4205060005923,-155.287853,8.0
734520.0,19.4205060005923,-155.287853,435.0
734521.0,19.4205060005923,-155.287853,31.0
734522.0,19.4205060005923,-155.287853,1.0
734523.0,19.4205060005923,-155.287853,1.0
734524.0,19.4205060005923,-155.287853,46.0
734525.0,19.4205060005923,-155.287853,621.0
734526.0,19.4205060005923,-155.287853,43.0
734527.0,19.4205060005923,-155.287853,344.0
734528.0,19.4205060005923,-155.287853,30.0
734529.0,19.4205060005923,-155.287853,12.0
734530.0,19.4205060005923,-155.287853,0.0
734531.0,19.4205060005923,-155.287853,0.0
734532.0,19.4205060005923,-155.287853,0.0
734533.0,19.4205060005923,-155.287853,0.0
734534.0,19.4205060005923,-155.287853,1.0
734535.0,19.4205060005923,-155.287853,536.0
734536.0,19.4205060005923,-155.287853,154.0
734537.0,19.4205060005923,-155.287853,365.0
734538.0,19.4205060005923,-155.287853,146.0
734539.0,19.4205060005923,-155.287853,143.0
734540.0,19.4205060005923,-155.287853,291.0
734541.0,19.4205060005923,-155.287853,260.0
734542.0,19.4205060005923,-155.287853,5.0
734543.0,19.4205060005923,-155.287853,0.0
734544.0,19.4205060005923,-155.287853,0.0
734545.0,19.4205060005923,-155.287853,0.0
734546.0,19.4205060005923,-155.287853,0.0
734547.0,19.4205060005923,-155.287853,5.0
734548.0,19.4205060005923,-155.287853,158.0
734549.0,19.4205060005923,-155.287853,0.0
734550.0,19.4205060005923,-155.287853,0.0
734551.0,19.4205060005923,-155.287853,0.0
734552.0,19.4205060005923,-155.287853,0.0
734553.0,19.4205060005923,-155.287853,0.0
734554.0,19.4205060005923,-155.287853,0.0
734555.0,19.4205060005923,-155.287853,3.0
734556.0,19.4205060005923,-155.287853,0.0
734557.0,19.4205060005923,-155.287853,1100.0
734558.0,19.4205060005923,-155.287853,176.0
734559.0,19.4205060005923,-155.287853,22.0
734560.0,19.4205060005923,-155.287853,0.0
734561.0,19.4205060005923,-155.287853,9.0
734562.0,19.4205060005923,-155.287853,51.0
734563.0,19.4205060005923,-155.287853,0.0
734564.0,19.4205060005923,-155.287853,400.0
734565.0,19.4205060005923,-155.287853,98.0
734566.0,19.4205060005923,-155.287853,0.0
734567.0,19.4205060005923,-155.287853,277.0
734568.0,19.4205060005923,-155.287853,190.0
734569.0,19.4205060005923,-155.287853,24.0
734570.0,19.4205060005923,-155.287853,0.0
734571.0,19.4205060005923,-155.287853,12.0
734572.0,19.4205060005923,-155.287853,0.0
734573.0,19.4205060005923,-155.287853,0.0
734574.0,19.4205060005923,-155.287853,0.0
734575.0,19.4205060005923,-155.287853,0.0
734576.0,19.4205060005923,-155.287853,0.0
734577.0,19.4205060005923,-155.287853,0.0
734578.0,19.4205060005923,-155.287853,0.0
734579.0,19.4205060005923,-155.287853,0.0
734580.0,19.4205060005923,-155.287853,28.0
734581.0,19.4205060005923,-155.287853,28.0
734582.0,19.4205060005923,-155.287853,435.0
734583.0,19.4205060005923,-155.287853,0.0
734584.0,19.4205060005923,-155.287853,0.0
734585.0,19.4205060005923,-155.287853,0.0
734586.0,19.4205060005923,-155.287853,0.0
734587.0,19.4205060005923,-155.287853,10.0
734588.0,19.4205060005923,-155.287853,0.0
734589.0,19.4205060005923,-155.287853,0.0
734590.0,19.4205060005923,-155.287853,0.0
734591.0,19.4205060005923,-155.287853,0.0
734592.0,19.4205060005923,-155.287853,0.0
734593.0,19.4205060005923,-155.287853,0.0
734594.0,19.4205060005923,-155.287853,42.0
734595.0,19.4205060005923,-155.287853,12.0
734596.0,19.4205060005923,-155.287853,6.0
734597.0,19.4205060005923,-155.287853,92.0
734598.0,19.4205060005923,-155.287853,0.0
734599.0,19.4205060005923,-155.287853,0.0
734600.0,19.4205060005923,-155.287853,0.0
734601.0,19.4205060005923,-155.287853,1.0
734602.0,19.4205060005923,-155.287853,0.0
734603.0,19.4205060005923,-155.287853,0.0
734604.0,19.4205060005923,-155.287853,0.0
734605.0,19.4205060005923,-155.287853,780.0
734606.0,19.4205060005923,-155.287853,334.0
734607.0,19.4205060005923,-155.287853,98.0
734608.0,19.4205060005923,-155.287853,0.0
734609.0,19.4205060005923,-155.287853,0.0
734610.0,19.4205060005923,-155.287853,0.0
734611.0,19.4205060005923,-155.287853,0.0
734612.0,19.4205060005923,-155.287853,0.0
734613.0,19.4205060005923,-155.287853,0.0
734614.0,19.4205060005923,-155.287853,0.0
734615.0,19.4205060005923,-155.287853,0.0
734616.0,19.4205060005923,-155.287853,0.0
734617.0,19.4205060005923,-155.287853,0.0
734618.0,19.4205060005923,-155.287853,0.0
734619.0,19.4205060005923,-155.287853,73.0
734620.0,19.4205060005923,-155.287853,0.0
734621.0,19.4205060005923,-155.287853,0.0
734622.0,19.4205060005923,-155.287853,0.0
734623.0,19.4205060005923,-155.287853,0.0
734624.0,19.4205060005923,-155.287853,0.0
734625.0,19.4205060005923,-155.287853,0.0
734626.0,19.4205060005923,-155.287853,0.0
734627.0,19.4205060005923,-155.287853,0.0
734628.0,19.4205060005923,-155.287853,0.0
734629.0,19.4205060005923,-155.287853,1.0
734630.0,19.4205060005923,-155.287853,0.0
734631.0,19.4205060005923,-155.287853,0.0
734632.0,19.4205060005923,-155.287853,0.0
734633.0,19.4205060005923,-155.287853,0.0
734634.0,19.4205060005923,-155.287853,0.0
734635.0,19.4205060005923,-155.287853,19.0
734636.0,19.4205060005923,-155.287853,112.0
734637.0,19.4205060005923,-155.287853,223.0
734638.0,19.4205060005923,-155.287853,1599.0
734639.0,19.4205060005923,-155.287853,0.0
734640.0,19.4205060005923,-155.287853,0.0
734641.0,19.4205060005923,-155.287853,0.0
734642.0,19.4205060005923,-155.287853,0.0
734643.0,19.4205060005923,-155.287853,194.0
734644.0,19.4205060005923,-155.287853,0.0
734645.0,19.4205060005923,-155.287853,0.0
734646.0,19.4205060005923,-155.287853,0.0
734647.0,19.4205060005923,-155.287853,0.0
734648.0,19.4205060005923,-155.287853,0.0
734649.0,19.4205060005923,-155.287853,0.0
734650.0,19.4205060005923,-155.287853,0.0
734651.0,19.4205060005923,-155.287853,0.0
734652.0,19.4205060005923,-155.287853,0.0
734653.0,19.4205060005923,-155.287853,0.0
734654.0,19.4205060005923,-155.287853,0.0
734655.0,19.4205060005923,-155.287853,0.0
734656.0,19.4205060005923,-155.287853,0.0
734657.0,19.4205060005923,-155.287853,0.0
734658.0,19.4205060005923,-155.287853,0.0
734659.0,19.4205060005923,-155.287853,0.0
734660.0,19.4205060005923,-155.287853,0.0
734661.0,19.4205060005923,-155.287853,0.0
734662.0,19.4205060005923,-155.287853,0.0
734663.0,19.4205060005923,-155.287853,0.0
734664.0,19.4205060005923,-155.287853,0.0
734665.0,19.4205060005923,-155.287853,44.0
734666.0,19.4205060005923,-155.287853,151.0
734667.0,19.4205060005923,-155.287853,76.0
734668.0,19.4205060005923,-155.287853,148.0
734669.0,19.4205060005923,-155.287853,0.0
734670.0,19.4205060005923,-155.287853,0.0
734671.0,19.4205060005923,-155.287853,0.0
734672.0,19.4205060005923,-155.287853,0.0
734673.0,19.4205060005923,-155.287853,1.0
734674.0,19.4205060005923,-155.287853,0.0
734675.0,19.4205060005923,-155.287853,0.0
734676.0,19.4205060005923,-155.287853,0.0
734677.0,19.4205060005923,-155.287853,0.0
734678.0,19.4205060005923,-155.287853,0.0
734679.0,19.4205060005923,-155.287853,0.0
734680.0,19.4205060005923,-155.287853,0.0
734681.0,19.4205060005923,-155.287853,0.0
734682.0,19.4205060005923,-155.287853,0.0
734683.0,19.4205060005923,-155.287853,0.0
734684.0,19.4205060005923,-155.287853,0.0
734685.0,19.4205060005923,-155.287853,0.0
734686.0,19.4205060005923,-155.287853,0.0
734687.0,19.4205060005923,-155.287853,0.0
734688.0,19.4205060005923,-155.287853,0.0
734689.0,19.4205060005923,-155.287853,0.0
734690.0,19.4205060005923,-155.287853,0.0
734691.0,19.4205060005923,-155.287853,0.0
734692.0,19.4205060005923,-155.287853,0.0
734693.0,19.4205060005923,-155.287853,0.0
734694.0,19.4205060005923,-155.287853,0.0
734695.0,19.4205060005923,-155.287853,0.0
734696.0,19.4205060005923,-155.287853,7.0
734697.0,19.4205060005923,-155.287853,0.0
734698.0,19.4205060005923,-155.287853,0.0
734699.0,19.4205060005923,-155.287853,0.0
734700.0,19.4205060005923,-155.287853,0.0
734701.0,19.4205060005923,-155.287853,0.0
734702.0,19.4205060005923,-155.287853,0.0
734703.0,19.4205060005923,-155.287853,0.0
734704.0,19.4205060005923,-155.287853,223.0
734705.0,19.4205060005923,-155.287853,1172.0
734706.0,19.4205060005923,-155.287853,258.0
734707.0,19.4205060005923,-155.287853,0.0
734708.0,19.4205060005923,-155.287853,0.0
734709.0,19.4205060005923,-155.287853,0.0
734710.0,19.4205060005923,-155.287853,0.0
734711.0,19.4205060005923,-155.287853,41.0
734712.0,19.4205060005923,-155.287853,8.0
734713.0,19.4205060005923,-155.287853,0.0
734714.0,19.4205060005923,-155.287853,0.0
734715.0,19.4205060005923,-155.287853,0.0
734716.0,19.4205060005923,-155.287853,0.0
734717.0,19.4205060005923,-155.287853,0.0
734718.0,19.4205060005923,-155.287853,21.0
734719.0,19.4205060005923,-155.287853,8.0
734720.0,19.4205060005923,-155.287853,2.0
734721.0,19.4205060005923,-155.287853,0.0
734723.0,19.4205060005923,-155.287853,0.0
734724.0,19.4205060005923,-155.287853,0.0
734725.0,19.4205060005923,-155.287853,0.0
734726.0,19.4205060005923,-155.287853,0.0
734727.0,19.4205060005923,-155.287853,0.0
734728.0,19.4205060005923,-155.287853,0.0
734729.0,19.4205060005923,-155.287853,0.0
734730.0,19.4205060005923,-155.287853,0.0
734731.0,19.4205060005923,-155.287853,0.0
734732.0,19.4205060005923,-155.287853,0.0
734733.0,19.4205060005923,-155.287853,0.0
734734.0,19.4205060005923,-155.287853,0.0
734735.0,19.4205060005923,-155.287853,527.0
734736.0,19.4205060005923,-155.287853,0.0
734737.0,19.4205060005923,-155.287853,0.0
734738.0,19.4205060005923,-155.287853,0.0
734739.0,19.4205060005923,-155.287853,45.0
734740.0,19.4205060005923,-155.287853,0.0
734741.0,19.4205060005923,-155.287853,0.0
734742.0,19.4205060005923,-155.287853,0.0
734743.0,19.4205060005923,-155.287853,0.0
734744.0,19.4205060005923,-155.287853,0.0
734745.0,19.4205060005923,-155.287853,0.0
734746.0,19.4205060005923,-155.287853,0.0
734747.0,19.4205060005923,-155.287853,0.0
734748.0,19.4205060005923,-155.287853,0.0
734749.0,19.4205060005923,-155.287853,0.0
734750.0,19.4205060005923,-155.287853,0.0
734751.0,19.4205060005923,-155.287853,0.0
734752.0,19.4205060005923,-155.287853,0.0
734753.0,19.4205060005923,-155.287853,8.0
734754.0,19.4205060005923,-155.287853,134.0
734755.0,19.4205060005923,-155.287853,0.0
734756.0,19.4205060005923,-155.287853,0.0
734757.0,19.4205060005923,-155.287853,0.0
734758.0,19.4205060005923,-155.287853,0.0
734759.0,19.4205060005923,-155.287853,0.0
734760.0,19.4205060005923,-155.287853,0.0
734761.0,19.4205060005923,-155.287853,22.0
734762.0,19.4205060005923,-155.287853,0.0
734763.0,19.4205060005923,-155.287853,0.0
734764.0,19.4205060005923,-155.287853,281.0
734765.0,19.4205060005923,-155.287853,479.0
734766.0,19.4205060005923,-155.287853,99.0
734767.0,19.4205060005923,-155.287853,0.0
734768.0,19.4205060005923,-155.287853,0.0
734769.0,19.4205060005923,-155.287853,0.0
734770.0,19.4205060005923,-155.287853,0.0
734771.0,19.4205060005923,-155.287853,0.0
734772.0,19.4205060005923,-155.287853,0.0
734773.0,19.4205060005923,-155.287853,0.0
734774.0,19.4205060005923,-155.287853,0.0
734775.0,19.4205060005923,-155.287853,0.0
734776.0,19.4205060005923,-155.287853,346.0
734777.0,19.4205060005923,-155.287853,193.0
734778.0,19.4205060005923,-155.287853,775.0
734779.0,19.4205060005923,-155.287853,1969.0
734780.0,19.4205060005923,-155.287853,147.0
734781.0,19.4205060005923,-155.287853,228.0
734782.0,19.4205060005923,-155.287853,911.0
734783.0,19.4205060005923,-155.287853,740.0
734784.0,19.4205060005923,-155.287853,399.0
734785.0,19.4205060005923,-155.287853,713.0
734786.0,19.4205060005923,-155.287853,1.0
734787.0,19.4205060005923,-155.287853,0.0
734788.0,19.4205060005923,-155.287853,0.0
734789.0,19.4205060005923,-155.287853,0.0
