"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2002","AQS","150010005","1","49","ppb","67","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/02/2002","AQS","150010005","1","64","ppb","86","Hawaii Volcanoes NP - Kilauea Visitors Center","21","88.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/03/2002","AQS","150010005","1","41","ppb","57","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/04/2002","AQS","150010005","1","79","ppb","102","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/05/2002","AQS","150010005","1","120","ppb","121","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/06/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/07/2002","AQS","150010005","1","85","ppb","105","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/08/2002","AQS","150010005","1","42","ppb","59","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/09/2002","AQS","150010005","1","48","ppb","66","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/10/2002","AQS","150010005","1","6","ppb","9","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/11/2002","AQS","150010005","1","14","ppb","20","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/12/2002","AQS","150010005","1","70","ppb","94","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/13/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/14/2002","AQS","150010005","1","85","ppb","105","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/15/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/16/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/17/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/18/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/19/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/20/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/21/2002","AQS","150010005","1","6","ppb","9","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/22/2002","AQS","150010005","1","261","ppb","182","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/23/2002","AQS","150010005","1","137","ppb","128","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/24/2002","AQS","150010005","1","93","ppb","109","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/25/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","22","92.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/26/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","20","83.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/27/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/28/2002","AQS","150010005","1","115","ppb","119","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/29/2002","AQS","150010005","1","36","ppb","51","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/30/2002","AQS","150010005","1","396","ppb","200","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"01/31/2002","AQS","150010005","1","82","ppb","104","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/01/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/02/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/03/2002","AQS","150010005","1","334","ppb","200","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/04/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/05/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/06/2002","AQS","150010005","1","2","ppb","3","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/07/2002","AQS","150010005","1","10","ppb","14","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/08/2002","AQS","150010005","1","8","ppb","11","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/09/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/10/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/11/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/27/2002","AQS","150010005","1","2","ppb","3","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"02/28/2002","AQS","150010005","1","2","ppb","3","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"03/01/2002","AQS","150010005","1","16","ppb","23","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"03/02/2002","AQS","150010005","1","4","ppb","6","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
"03/03/2002","AQS","150010005","1","1","ppb","1","Hawaii Volcanoes NP - Kilauea Visitors Center","24","100.0000","42401","Sulfur dioxide","25900","Hilo, HI","15","Hawaii","001","Hawaii","19.4308","-155.2578"
